id,name,lat,lon
E01011402,Leeds 087D,53.7695710702448,-1.43514243832491
E01011403,Leeds 074D,53.7905288482316,-1.38141777327469
E01011404,Leeds 077D,53.7854896262616,-1.3649508559703
E01011405,Leeds 077E,53.7852479742506,-1.38273346057577
E01011406,Leeds 057A,53.8118931558566,-1.44952776329265
E01011407,Leeds 057B,53.8123185334409,-1.43867807242185
E01011408,Leeds 057C,53.8058551912843,-1.45142741398209
E01011409,Leeds 057D,53.8079846357376,-1.44426523696611
E01011410,Leeds 057E,53.8053986973041,-1.41415061858619
E01011411,Leeds 073A,53.7915832186569,-1.43361491826805
E01011412,Leeds 057F,53.8030543748504,-1.43813332795122
E01011413,Leeds 069A,53.8015602947351,-1.4623234028567
E01011414,Leeds 073B,53.7987268606772,-1.45050594349104
E01011415,Leeds 069B,53.7968815762426,-1.47226588675956
E01011416,Leeds 069C,53.7977427857625,-1.45548813794793
E01011417,Leeds 069D,53.7961092344258,-1.46539968351502
E01011418,Leeds 073C,53.7922733789984,-1.43854588053713
E01011419,Leeds 073D,53.7893212957032,-1.44859989702609
E01011420,Leeds 069E,53.7793530780878,-1.4568958894774
E01011421,Leeds 040A,53.8211187221527,-1.49252938170228
E01011422,Leeds 048A,53.8183190867575,-1.51656094190212
E01011423,Leeds 047A,53.8179137263956,-1.49819229986597
E01011424,Leeds 047B,53.816324073668,-1.50162533932592
E01011425,Leeds 040B,53.8206584936487,-1.48553873175931
E01011426,Leeds 048B,53.8166868167913,-1.52228124762872
E01011427,Leeds 047C,53.8152143624382,-1.50668361101055
E01011428,Leeds 048C,53.8151444829488,-1.51567485060494
E01011429,Leeds 048D,53.8137002775197,-1.52201428389434
E01011430,Leeds 053A,53.8133022023941,-1.51048454090569
E01011431,Leeds 047D,53.8129569225968,-1.50050600428604
E01011432,Leeds 053B,53.8119796979081,-1.51076677878061
E01011433,Leeds 053C,53.809006041752,-1.51064087199798
E01011434,Leeds 053D,53.8113806454954,-1.51583313827705
E01011435,Leeds 044A,53.8203098823825,-1.5827943871115
E01011440,Leeds 044D,53.8205933205115,-1.5787058238168
E01011441,Leeds 044E,53.814058622105,-1.57883558350653
E01011442,Leeds 110A,53.8152417284776,-1.5732099761435
E01011443,Leeds 110B,53.8159263422641,-1.56221942266459
E01011444,Leeds 110C,53.8125363940322,-1.56602359524694
E01011445,Leeds 054A,53.8126101389704,-1.56984492115216
E01011446,Leeds 054B,53.8125058866997,-1.57488392361803
E01011447,Leeds 054C,53.8103369485068,-1.57498877539216
E01011448,Leeds 054D,53.8093443793345,-1.56741189184368
E01011449,Leeds 054E,53.8091937808153,-1.57119572020185
E01011450,Leeds 038D,53.8232091416404,-1.5630263899298
E01011451,Leeds 110D,53.8218568994878,-1.57299382194066
E01011452,Leeds 027A,53.8316920768432,-1.65509646005363
E01011453,Leeds 028A,53.831160129571,-1.62965583567363
E01011454,Leeds 027B,53.8305154441236,-1.64358610610225
E01011455,Leeds 021A,53.8491635767698,-1.65315876546936
E01011456,Leeds 021B,53.849995606562,-1.63840605108807
E01011457,Leeds 027C,53.8439812072638,-1.6877117556552
E01011458,Leeds 027D,53.8405602727373,-1.66435435024479
E01011459,Leeds 021C,53.845006400382,-1.63426861179613
E01011460,Leeds 028B,53.84188733561,-1.62533664274738
E01011461,Leeds 021D,53.8410329761901,-1.65666924309752
E01011462,Leeds 028C,53.8365711839183,-1.63488527907966
E01011463,Leeds 028D,53.8380715465787,-1.62732391192311
E01011464,Leeds 028E,53.8363465867692,-1.61977933267273
E01011465,Leeds 027E,53.834583778737,-1.64296698449502
E01011466,Leeds 094A,53.7534338519017,-1.52762210222747
E01011467,Leeds 112A,53.781697613249,-1.53088936517701
E01011468,Leeds 112B,53.7745768262731,-1.5192857352169
E01011469,Leeds 094B,53.7631548019073,-1.5135218025004
E01011470,Leeds 112C,53.7666253001396,-1.50697336757445
E01011471,Leeds 092A,53.7701633594233,-1.53445887969658
