id,name,lon,lat,jobs
E01012919,East Riding of Yorkshire 020A,-0.50772,53.83606,800
E01012921,East Riding of Yorkshire 020B,-0.4858,53.81519,125
E01012922,East Riding of Yorkshire 013A,-0.5727,53.92105,350
E01012923,East Riding of Yorkshire 013B,-0.44125,53.88992,900
E01012924,East Riding of Yorkshire 014A,-0.35712,53.85912,500
E01012925,East Riding of Yorkshire 013C,-0.53873,53.86991,225
E01012926,East Riding of Yorkshire 014B,-0.34745,53.89421,350
E01012927,East Riding of Yorkshire 013D,-0.48153,53.87194,100
E01012928,East Riding of Yorkshire 003A,-0.21407,54.09824,75
E01012929,East Riding of Yorkshire 002A,-0.19986,54.09142,300
E01012930,East Riding of Yorkshire 002B,-0.19169,54.09485,125
E01012931,East Riding of Yorkshire 003B,-0.20155,54.09401,125
E01012932,East Riding of Yorkshire 003C,-0.22223,54.09414,450
E01012933,East Riding of Yorkshire 001A,-0.18731,54.13445,200
E01012934,East Riding of Yorkshire 001B,-0.25897,54.11338,400
E01012935,East Riding of Yorkshire 002C,-0.17943,54.09697,350
E01012936,East Riding of Yorkshire 004A,-0.18159,54.09019,250
E01012937,East Riding of Yorkshire 002D,-0.11444,54.12199,700
E01012939,East Riding of Yorkshire 001D,-0.17416,54.11039,175
E01012940,East Riding of Yorkshire 001E,-0.18763,54.1014,125
E01012941,East Riding of Yorkshire 001F,-0.19871,54.1003,20
E01012942,East Riding of Yorkshire 002E,-0.15737,54.1058,350
E01012943,East Riding of Yorkshire 004B,-0.20209,54.08609,1000
E01012944,East Riding of Yorkshire 005A,-0.18867,54.08523,600
E01012945,East Riding of Yorkshire 004C,-0.1974,54.08847,500
E01012946,East Riding of Yorkshire 003D,-0.2296,54.08051,225
E01012947,East Riding of Yorkshire 005B,-0.20921,54.08009,175
E01012948,East Riding of Yorkshire 005C,-0.19012,54.08258,1000
E01012949,East Riding of Yorkshire 003E,-0.21353,54.08608,700
E01012950,East Riding of Yorkshire 006A,-0.21318,54.07248,1000
E01012951,East Riding of Yorkshire 005D,-0.19929,54.07806,400
E01012952,East Riding of Yorkshire 004D,-0.18923,54.089,250
E01012953,East Riding of Yorkshire 023A,-0.38606,53.79395,1500
E01012954,East Riding of Yorkshire 022A,-0.4316,53.78859,4000
E01012955,East Riding of Yorkshire 023B,-0.40885,53.78685,450
E01012956,East Riding of Yorkshire 022B,-0.42495,53.78347,200
E01012957,East Riding of Yorkshire 025A,-0.41878,53.78278,600
E01012958,East Riding of Yorkshire 022C,-0.4306,53.78015,40
E01012959,East Riding of Yorkshire 023C,-0.39467,53.77748,75
E01012960,East Riding of Yorkshire 025B,-0.41163,53.78078,600
E01012961,East Riding of Yorkshire 022D,-0.43906,53.7743,800
E01012962,East Riding of Yorkshire 023D,-0.40447,53.7741,500
E01012963,East Riding of Yorkshire 025C,-0.42052,53.77421,150
E01012964,East Riding of Yorkshire 023E,-0.39337,53.7699,150
E01012966,East Riding of Yorkshire 022E,-0.46963,53.77939,900
E01012967,East Riding of Yorkshire 024C,-0.59934,53.76618,700
E01012968,East Riding of Yorkshire 024D,-0.58394,53.78331,450
E01012969,East Riding of Yorkshire 024E,-0.62231,53.75045,500
E01012970,East Riding of Yorkshire 032A,-0.56003,53.75203,500
E01012972,East Riding of Yorkshire 032C,-0.57259,53.7333,250
E01012974,East Riding of Yorkshire 032E,-0.56643,53.7304,450
E01012975,East Riding of Yorkshire 044A,-0.44039,54.01773,250
E01012976,East Riding of Yorkshire 045A,-0.43595,54.01239,125
E01012978,East Riding of Yorkshire 008A,-0.44868,54.01056,75
E01012979,East Riding of Yorkshire 045B,-0.4443,54.00734,400
E01012980,East Riding of Yorkshire 045C,-0.4347,54.00209,900
E01012981,East Riding of Yorkshire 008B,-0.55694,53.97515,800
E01012982,East Riding of Yorkshire 045D,-0.43897,53.99986,1250
E01012983,East Riding of Yorkshire 008C,-0.45784,53.992,1500
E01012984,East Riding of Yorkshire 044C,-0.39465,53.98156,175
E01012985,East Riding of Yorkshire 044D,-0.42894,54.03597,175
E01012986,East Riding of Yorkshire 010A,-0.25585,53.97863,800
E01012987,East Riding of Yorkshire 010B,-0.32979,53.98708,400
E01012988,East Riding of Yorkshire 010C,-0.31893,53.92081,1250
E01012989,East Riding of Yorkshire 008D,-0.47497,53.9532,700
E01012990,East Riding of Yorkshire 006B,-0.38452,54.12492,175
E01012991,East Riding of Yorkshire 006C,-0.41199,54.07775,250
E01012992,East Riding of Yorkshire 006D,-0.30284,54.04033,3500
E01012993,East Riding of Yorkshire 040A,-0.88678,53.71357,600
E01012994,East Riding of Yorkshire 041A,-0.87679,53.71114,50
E01012995,East Riding of Yorkshire 041B,-0.86845,53.71027,100
E01012996,East Riding of Yorkshire 037A,-0.86178,53.72113,350
E01012997,East Riding of Yorkshire 040B,-0.87495,53.70757,600
E01012998,East Riding of Yorkshire 037B,-0.86794,53.71419,700
E01012999,East Riding of Yorkshire 040C,-0.87892,53.70428,800
E01013000,East Riding of Yorkshire 041C,-0.8673,53.70133,1750
E01013001,East Riding of Yorkshire 040D,-0.89224,53.70167,2000
E01013002,East Riding of Yorkshire 041D,-0.87244,53.69168,125
E01013003,East Riding of Yorkshire 038A,-0.85351,53.70972,125
E01013004,East Riding of Yorkshire 041E,-0.86377,53.70763,200
E01013005,East Riding of Yorkshire 036A,-0.45366,53.71967,2250
E01013006,East Riding of Yorkshire 043A,-0.42477,53.72876,75
E01013007,East Riding of Yorkshire 036B,-0.44138,53.72591,450
E01013008,East Riding of Yorkshire 034A,-0.42496,53.72123,2500
E01013009,East Riding of Yorkshire 034B,-0.43747,53.71862,2250
E01013010,East Riding of Yorkshire 043B,-0.42595,53.73203,125
E01013011,East Riding of Yorkshire 036C,-0.43947,53.73046,400
E01013012,East Riding of Yorkshire 036D,-0.4532,53.72813,400
E01013013,East Riding of Yorkshire 034C,-0.43411,53.73151,150
E01013014,East Riding of Yorkshire 034D,-0.42818,53.72693,175
E01013015,East Riding of Yorkshire 037C,-0.85822,53.74647,900
E01013016,East Riding of Yorkshire 037D,-0.91689,53.74324,800
E01013017,East Riding of Yorkshire 038B,-0.86981,53.75809,1750
E01013018,East Riding of Yorkshire 026A,-0.7493,53.75119,400
E01013019,East Riding of Yorkshire 026B,-0.66795,53.76774,2250
E01013020,East Riding of Yorkshire 038C,-0.80637,53.74434,600
E01013021,East Riding of Yorkshire 026C,-0.72425,53.72656,600
E01013022,East Riding of Yorkshire 018A,-0.90078,53.80638,1000
E01013023,East Riding of Yorkshire 018B,-0.80187,53.82009,800
E01013024,East Riding of Yorkshire 018C,-0.78214,53.83356,250
E01013025,East Riding of Yorkshire 026D,-0.65193,53.78265,300
E01013026,East Riding of Yorkshire 026E,-0.72521,53.76596,300
E01013027,East Riding of Yorkshire 014C,-0.31282,53.82049,200
E01013028,East Riding of Yorkshire 031A,-0.12296,53.75581,600
E01013029,East Riding of Yorkshire 021A,-0.1167,53.81474,200
E01013030,East Riding of Yorkshire 021B,-0.17361,53.81154,200
E01013031,East Riding of Yorkshire 021C,-0.20541,53.78276,250
E01013032,East Riding of Yorkshire 021D,-0.24277,53.79571,150
E01013033,East Riding of Yorkshire 033A,-0.13367,53.72913,150
E01013034,East Riding of Yorkshire 014D,-0.23872,53.8703,225
E01013035,East Riding of Yorkshire 021E,-0.24699,53.82692,225
E01013036,East Riding of Yorkshire 019A,-0.41679,53.8426,450
E01013037,East Riding of Yorkshire 019B,-0.39709,53.83781,3000
E01013038,East Riding of Yorkshire 017A,-0.42036,53.84536,300
E01013039,East Riding of Yorkshire 020C,-0.39846,53.8191,1000
E01013040,East Riding of Yorkshire 019C,-0.41128,53.83765,500
E01013041,East Riding of Yorkshire 019D,-0.42314,53.83811,1000
E01013042,East Riding of Yorkshire 020D,-0.44014,53.8326,200
E01013043,East Riding of Yorkshire 020E,-0.43213,53.82737,125
E01013044,East Riding of Yorkshire 020F,-0.44349,53.82543,500
E01013045,East Riding of Yorkshire 017B,-0.40513,53.85265,800
E01013046,East Riding of Yorkshire 012A,-0.1716,53.91511,500
E01013047,East Riding of Yorkshire 012B,-0.16864,53.92293,300
E01013048,East Riding of Yorkshire 010D,-0.2223,53.93113,600
E01013049,East Riding of Yorkshire 012C,-0.18289,53.90996,600
E01013050,East Riding of Yorkshire 012D,-0.14433,53.87011,700
E01013051,East Riding of Yorkshire 012E,-0.16783,53.90412,125
E01013053,East Riding of Yorkshire 011B,-0.7872,53.93973,225
E01013054,East Riding of Yorkshire 011C,-0.77964,53.92715,900
E01013055,East Riding of Yorkshire 011D,-0.77159,53.93951,200
E01013056,East Riding of Yorkshire 011E,-0.77382,53.93048,700
E01013057,East Riding of Yorkshire 009A,-0.89465,53.92564,350
E01013058,East Riding of Yorkshire 011F,-0.82752,53.93187,1750
E01013059,East Riding of Yorkshire 009B,-0.8925,53.96339,250
E01013060,East Riding of Yorkshire 009C,-0.89243,53.99004,500
E01013061,East Riding of Yorkshire 009D,-0.90929,53.9845,50
E01013062,East Riding of Yorkshire 019E,-0.4333,53.84249,7000
E01013063,East Riding of Yorkshire 019F,-0.44611,53.83696,250
E01013064,East Riding of Yorkshire 016A,-0.43316,53.85678,250
E01013065,East Riding of Yorkshire 016B,-0.41762,53.85373,300
E01013066,East Riding of Yorkshire 016C,-0.43653,53.85281,175
E01013067,East Riding of Yorkshire 016D,-0.42911,53.8542,75
E01013068,East Riding of Yorkshire 016E,-0.46016,53.85734,400
E01013069,East Riding of Yorkshire 017C,-0.4246,53.85089,175
E01013070,East Riding of Yorkshire 016F,-0.43862,53.84699,450
E01013071,East Riding of Yorkshire 017D,-0.42917,53.84596,1250
E01013072,East Riding of Yorkshire 042A,-0.95638,53.69096,125
E01013073,East Riding of Yorkshire 042B,-1.01657,53.67659,1000
E01013074,East Riding of Yorkshire 040E,-0.87983,53.66357,3000
E01013075,East Riding of Yorkshire 042C,-1.07154,53.68168,800
E01013076,East Riding of Yorkshire 038D,-0.78655,53.66867,225
E01013077,East Riding of Yorkshire 042D,-1.03667,53.68842,500
E01013078,East Riding of Yorkshire 031B,-0.05279,53.75263,300
E01013079,East Riding of Yorkshire 039A,0.000665,53.69738,200
E01013080,East Riding of Yorkshire 039B,0.023354,53.73678,200
E01013081,East Riding of Yorkshire 031C,-0.11086,53.67738,250
E01013082,East Riding of Yorkshire 031D,0.003709,53.72958,500
E01013083,East Riding of Yorkshire 039C,0.035418,53.72884,700
E01013084,East Riding of Yorkshire 039D,0.034581,53.72437,125
E01013085,East Riding of Yorkshire 031E,-0.10771,53.71709,150
E01013086,East Riding of Yorkshire 039E,-0.01422,53.67498,350
E01013087,East Riding of Yorkshire 039F,0.069711,53.67145,350
E01013088,East Riding of Yorkshire 035A,-0.49254,53.72704,300
E01013089,East Riding of Yorkshire 035B,-0.50473,53.71977,600
E01013090,East Riding of Yorkshire 035C,-0.52602,53.71724,3500
E01013091,East Riding of Yorkshire 035D,-0.49452,53.74893,225
E01013092,East Riding of Yorkshire 032F,-0.52808,53.74252,1500
E01013093,East Riding of Yorkshire 035E,-0.47846,53.73697,300
E01013094,East Riding of Yorkshire 029A,-0.22059,53.7669,600
E01013095,East Riding of Yorkshire 029B,-0.19824,53.74282,800
E01013096,East Riding of Yorkshire 029C,-0.22417,53.74364,2000
E01013097,East Riding of Yorkshire 029D,-0.18545,53.74027,20
E01013098,East Riding of Yorkshire 033B,-0.19095,53.73508,175
E01013099,East Riding of Yorkshire 033C,-0.1732,53.69071,300
E01013100,East Riding of Yorkshire 033D,-0.16041,53.71113,225
E01013101,East Riding of Yorkshire 033E,-0.17055,53.71981,125
E01013102,East Riding of Yorkshire 029E,-0.18714,53.7591,2000
E01013103,East Riding of Yorkshire 043C,-0.41344,53.74691,75
E01013104,East Riding of Yorkshire 043D,-0.40546,53.74834,150
E01013105,East Riding of Yorkshire 027A,-0.42999,53.74756,200
E01013106,East Riding of Yorkshire 043E,-0.4227,53.74251,1250
E01013107,East Riding of Yorkshire 034E,-0.43064,53.7407,900
E01013108,East Riding of Yorkshire 028A,-0.44551,53.74081,450
E01013110,East Riding of Yorkshire 027B,-0.44244,53.75913,600
E01013111,East Riding of Yorkshire 027C,-0.4273,53.75595,200
E01013112,East Riding of Yorkshire 025D,-0.42499,53.76288,175
E01013113,East Riding of Yorkshire 028B,-0.44925,53.76361,1500
E01013114,East Riding of Yorkshire 028C,-0.46703,53.74818,100
E01013115,East Riding of Yorkshire 027D,-0.42869,53.75243,100
E01013116,East Riding of Yorkshire 028D,-0.45865,53.76024,500
E01013117,East Riding of Yorkshire 027E,-0.43965,53.752,300
E01013118,East Riding of Yorkshire 028E,-0.45125,53.74842,200
E01013119,East Riding of Yorkshire 011G,-0.71956,53.95562,500
E01013120,East Riding of Yorkshire 015A,-0.68967,53.87551,900
E01013121,East Riding of Yorkshire 015B,-0.64696,53.85549,500
E01013122,East Riding of Yorkshire 018D,-0.76766,53.88147,450
E01013123,East Riding of Yorkshire 015C,-0.68604,53.85794,700
E01013124,East Riding of Yorkshire 015D,-0.66044,53.86248,600
E01013125,East Riding of Yorkshire 008E,-0.64488,53.98816,300
E01013126,East Riding of Yorkshire 009E,-0.84055,53.96787,1500
E01013127,East Riding of Yorkshire 018E,-0.86377,53.89318,1000
E01013128,North East Lincolnshire 024E,-0.03497,53.55847,350
E01013129,North East Lincolnshire 024D,-0.02921,53.55815,1000
E01013130,North East Lincolnshire 018A,-0.04579,53.55533,250
E01013131,North East Lincolnshire 014A,-0.03413,53.55556,100
E01013132,North East Lincolnshire 014B,-0.03362,53.55127,175
E01013133,North East Lincolnshire 014C,-0.0244,53.55432,150
E01013134,North East Lincolnshire 014D,-0.04092,53.55104,20
E01013135,North East Lincolnshire 018B,-0.04734,53.54985,175
E01013136,North East Lincolnshire 002A,-0.06319,53.57703,3500
E01013138,North East Lincolnshire 006A,-0.06051,53.56961,40
E01013140,North East Lincolnshire 006B,-0.06517,53.56651,125
E01013141,North East Lincolnshire 006C,-0.05998,53.56621,25
E01013142,North East Lincolnshire 002D,-0.06926,53.56505,600
E01013143,North East Lincolnshire 006D,-0.06509,53.56285,1000
E01013144,North East Lincolnshire 004A,-0.11883,53.57481,3000
E01013145,North East Lincolnshire 004B,-0.13373,53.56985,350
E01013146,North East Lincolnshire 004C,-0.11195,53.58009,2000
E01013147,North East Lincolnshire 009A,-0.1241,53.56797,150
E01013148,North East Lincolnshire 004D,-0.14326,53.56729,125
E01013149,North East Lincolnshire 013A,-0.13326,53.56471,50
E01013150,North East Lincolnshire 013B,-0.13685,53.56058,100
E01013151,North East Lincolnshire 024G,-0.01333,53.54761,600
E01013152,North East Lincolnshire 024F,-0.02447,53.55058,400
E01013153,North East Lincolnshire 020A,-0.01323,53.54113,700
E01013154,North East Lincolnshire 018C,-0.04475,53.54554,250
E01013155,North East Lincolnshire 024H,-0.02955,53.5481,75
E01013156,North East Lincolnshire 018D,-0.03967,53.54151,40
E01013157,North East Lincolnshire 020B,-0.02895,53.53825,250
E01013158,North East Lincolnshire 012A,-0.06096,53.56044,200
E01013159,North East Lincolnshire 011A,-0.07144,53.56072,175
E01013160,North East Lincolnshire 012B,-0.048,53.55993,300
E01013161,North East Lincolnshire 011B,-0.0696,53.55901,125
E01013162,North East Lincolnshire 011C,-0.07426,53.55613,50
E01013163,North East Lincolnshire 012C,-0.05865,53.55026,75
E01013164,North East Lincolnshire 012D,-0.06907,53.55168,1250
E01013165,North East Lincolnshire 011D,-0.07679,53.56292,400
E01013167,North East Lincolnshire 020D,-0.00267,53.52462,450
E01013170,North East Lincolnshire 022B,-0.05179,53.54374,150
E01013171,North East Lincolnshire 022C,-0.07526,53.52951,400
E01013172,North East Lincolnshire 022D,-0.06304,53.52152,250
E01013173,North East Lincolnshire 007A,-0.1917,53.59399,3000
E01013174,North East Lincolnshire 001A,-0.19244,53.61784,4500
E01013175,North East Lincolnshire 001B,-0.25472,53.60729,150
E01013176,North East Lincolnshire 001C,-0.21149,53.6214,1000
E01013177,North East Lincolnshire 001D,-0.21097,53.61619,500
E01013178,North East Lincolnshire 001E,-0.22283,53.61599,125
E01013179,North East Lincolnshire 001F,-0.21149,53.61135,250
E01013180,North East Lincolnshire 001G,-0.229,53.59903,175
E01013181,North East Lincolnshire 016A,-0.08033,53.56006,20
E01013182,North East Lincolnshire 016B,-0.09337,53.55546,1000
E01013183,North East Lincolnshire 016C,-0.07806,53.54884,450
E01013184,North East Lincolnshire 016D,-0.08831,53.55936,250
E01013185,North East Lincolnshire 016E,-0.08922,53.54376,4000
E01013186,North East Lincolnshire 016F,-0.09081,53.54842,125
E01013187,North East Lincolnshire 008A,-0.0871,53.56242,2000
E01013188,North East Lincolnshire 008B,-0.10106,53.56243,75
E01013189,North East Lincolnshire 021A,-0.10277,53.53313,150
E01013191,North East Lincolnshire 021C,-0.08382,53.53699,175
E01013192,North East Lincolnshire 021D,-0.09432,53.53398,500
E01013193,North East Lincolnshire 022E,-0.08739,53.52974,100
E01013194,North East Lincolnshire 021E,-0.09883,53.52893,75
E01013195,North East Lincolnshire 005A,-0.04743,53.56674,175
E01013196,North East Lincolnshire 005B,-0.05253,53.5675,20
E01013197,North East Lincolnshire 012E,-0.05341,53.56504,150
E01013198,North East Lincolnshire 024A,-0.03905,53.5654,225
E01013199,North East Lincolnshire 024B,-0.0328,53.56293,600
E01013200,North East Lincolnshire 024C,-0.0419,53.5628,75
E01013201,North East Lincolnshire 005C,-0.05223,53.57459,700
E01013202,North East Lincolnshire 005D,-0.04573,53.57052,400
E01013203,North East Lincolnshire 005E,-0.05533,53.56922,75
E01013204,North East Lincolnshire 019A,-0.1028,53.55129,400
E01013205,North East Lincolnshire 019B,-0.09565,53.55004,100
E01013206,North East Lincolnshire 015A,-0.11433,53.55037,50
E01013207,North East Lincolnshire 015B,-0.12062,53.5514,100
E01013208,North East Lincolnshire 019C,-0.1022,53.54656,150
E01013209,North East Lincolnshire 019D,-0.11585,53.54678,75
E01013210,North East Lincolnshire 019E,-0.10874,53.54541,10
E01013211,North East Lincolnshire 015C,-0.10567,53.55664,400
E01013212,North East Lincolnshire 015D,-0.11355,53.5546,350
E01013213,North East Lincolnshire 023A,-0.10136,53.52074,400
E01013214,North East Lincolnshire 023B,-0.11075,53.4931,250
E01013215,North East Lincolnshire 023C,-0.08619,53.51451,400
E01013216,North East Lincolnshire 023D,-0.11305,53.51864,75
E01013217,North East Lincolnshire 023E,-0.1053,53.51492,50
E01013218,North East Lincolnshire 003A,-0.10196,53.57607,1000
E01013219,North East Lincolnshire 003B,-0.10129,53.56817,150
E01013220,North East Lincolnshire 003C,-0.10879,53.57296,1750
E01013221,North East Lincolnshire 003D,-0.08251,53.57368,9000
E01013222,North East Lincolnshire 003E,-0.08758,53.56774,1000
E01013224,North East Lincolnshire 007C,-0.1854,53.54073,150
E01013225,North East Lincolnshire 023F,-0.14845,53.47605,500
E01013226,North East Lincolnshire 007D,-0.17145,53.55694,1000
E01013227,North East Lincolnshire 013C,-0.1306,53.55113,125
E01013228,North East Lincolnshire 013D,-0.12973,53.55716,50
E01013229,North East Lincolnshire 013E,-0.12672,53.55371,150
E01013231,North East Lincolnshire 008C,-0.1075,53.56679,450
E01013233,North East Lincolnshire 008D,-0.10602,53.56338,200
E01013234,North East Lincolnshire 009D,-0.11591,53.55902,300
E01013236,North Lincolnshire 017A,-0.65383,53.5626,125
E01013237,North Lincolnshire 018B,-0.63909,53.56219,150
E01013238,North Lincolnshire 015A,-0.63603,53.56503,175
E01013239,North Lincolnshire 017B,-0.65143,53.56503,900
E01013241,North Lincolnshire 020A,-0.79875,53.52681,450
E01013242,North Lincolnshire 020B,-0.82772,53.56425,1250
E01013243,North Lincolnshire 020C,-0.85926,53.53902,900
E01013244,North Lincolnshire 020D,-0.80633,53.54161,450
E01013245,North Lincolnshire 006A,-0.74091,53.59347,250
E01013246,North Lincolnshire 006B,-0.76068,53.64496,125
E01013247,North Lincolnshire 006C,-0.77702,53.60238,600
E01013248,North Lincolnshire 006D,-0.83125,53.6132,350
E01013249,North Lincolnshire 006E,-0.84021,53.60343,150
E01013250,North Lincolnshire 023A,-0.8419,53.47412,250
E01013251,North Lincolnshire 023B,-0.83719,53.49628,225
E01013252,North Lincolnshire 023C,-0.87581,53.48924,300
E01013253,North Lincolnshire 023D,-0.77666,53.49813,200
E01013254,North Lincolnshire 001A,-0.42854,53.6918,900
E01013255,North Lincolnshire 001B,-0.43106,53.68559,3000
E01013256,North Lincolnshire 001C,-0.45095,53.68662,600
E01013257,North Lincolnshire 001D,-0.44199,53.6683,250
E01013258,North Lincolnshire 001E,-0.43891,53.6785,250
E01013259,North Lincolnshire 001F,-0.41554,53.68417,50
E01013260,North Lincolnshire 019A,-0.66111,53.55632,100
E01013261,North Lincolnshire 018C,-0.65178,53.55458,175
E01013262,North Lincolnshire 018D,-0.64005,53.55638,200
E01013263,North Lincolnshire 018E,-0.6455,53.55784,250
E01013264,North Lincolnshire 019B,-0.69238,53.55094,1250
E01013265,North Lincolnshire 019C,-0.66701,53.54963,100
E01013266,North Lincolnshire 019D,-0.6495,53.54985,100
E01013267,North Lincolnshire 011A,-0.45788,53.61444,1000
E01013268,North Lincolnshire 011B,-0.4989,53.64792,150
E01013269,North Lincolnshire 011C,-0.46989,53.56694,250
E01013270,North Lincolnshire 004A,-0.38669,53.58236,600
E01013271,North Lincolnshire 011D,-0.49257,53.55993,450
E01013272,North Lincolnshire 011E,-0.49288,53.54957,2500
E01013273,North Lincolnshire 011F,-0.48148,53.55286,600
E01013274,North Lincolnshire 013A,-0.56555,53.6112,700
E01013275,North Lincolnshire 013B,-0.56613,53.56208,350
E01013276,North Lincolnshire 013C,-0.5498,53.56274,150
E01013277,North Lincolnshire 013D,-0.54364,53.57241,75
E01013278,North Lincolnshire 016A,-0.67893,53.57274,100
E01013279,North Lincolnshire 012A,-0.68097,53.57616,200
E01013280,North Lincolnshire 016B,-0.68101,53.56792,350
E01013281,North Lincolnshire 016C,-0.67379,53.56764,20
E01013282,North Lincolnshire 017C,-0.66197,53.56351,125
E01013283,North Lincolnshire 016D,-0.67646,53.56121,125
E01013284,North Lincolnshire 017D,-0.65896,53.5617,125
E01013285,North Lincolnshire 012B,-0.68016,53.58209,75
E01013286,North Lincolnshire 005A,-0.70662,53.57441,1750
E01013287,North Lincolnshire 005B,-0.72127,53.5963,400
E01013288,North Lincolnshire 003A,-0.59611,53.66379,250
E01013289,North Lincolnshire 005C,-0.67264,53.62262,2500
E01013290,North Lincolnshire 005D,-0.66839,53.68307,400
E01013291,North Lincolnshire 003B,-0.61459,53.6616,175
E01013292,North Lincolnshire 003C,-0.56029,53.6598,300
E01013293,North Lincolnshire 005E,-0.67867,53.64692,150
E01013294,North Lincolnshire 003D,-0.60379,53.68522,175
E01013295,North Lincolnshire 009A,-0.67586,53.59541,225
E01013296,North Lincolnshire 008A,-0.65739,53.59578,200
E01013297,North Lincolnshire 007A,-0.65765,53.60904,7000
E01013298,North Lincolnshire 008B,-0.66303,53.59356,500
E01013299,North Lincolnshire 008C,-0.66676,53.59333,50
E01013300,North Lincolnshire 007B,-0.64526,53.59983,1000
E01013301,North Lincolnshire 009B,-0.67812,53.59221,75
E01013302,North Lincolnshire 007C,-0.67115,53.60168,900
E01013303,North Lincolnshire 002A,-0.34705,53.69089,600
E01013304,North Lincolnshire 002B,-0.32868,53.68193,250
E01013305,North Lincolnshire 002C,-0.39341,53.67246,1000
E01013306,North Lincolnshire 004B,-0.36812,53.64152,250
E01013307,North Lincolnshire 002D,-0.37153,53.66992,175
E01013308,North Lincolnshire 004C,-0.2492,53.64148,4500
E01013309,North Lincolnshire 004D,-0.3715,53.6161,1000
E01013310,North Lincolnshire 010A,-0.6169,53.57894,7000
E01013311,North Lincolnshire 015C,-0.63388,53.57352,350
E01013312,North Lincolnshire 010B,-0.64741,53.58537,150
E01013313,North Lincolnshire 010C,-0.61976,53.58879,1250
E01013314,North Lincolnshire 010D,-0.64793,53.57921,400
E01013315,North Lincolnshire 014A,-0.64471,53.57135,200
E01013316,North Lincolnshire 012C,-0.66858,53.57684,1500
E01013317,North Lincolnshire 014B,-0.65072,53.57681,400
E01013318,North Lincolnshire 014C,-0.64988,53.57096,150
E01013319,North Lincolnshire 014D,-0.66514,53.5689,125
E01013320,North Lincolnshire 015D,-0.63743,53.5693,75
E01013321,North Lincolnshire 012D,-0.66326,53.57968,400
E01013322,North Lincolnshire 022A,-0.59966,53.47964,800
E01013323,North Lincolnshire 022B,-0.52611,53.47568,200
E01013324,North Lincolnshire 021A,-0.60288,53.52655,500
E01013325,North Lincolnshire 022C,-0.47925,53.52673,600
E01013326,North Lincolnshire 021B,-0.5381,53.54017,150
E01013327,North Lincolnshire 021C,-0.65811,53.53201,225
E01013328,North Lincolnshire 021D,-0.6657,53.52719,75
E01013329,North Lincolnshire 022D,-0.54027,53.5069,250
E01013330,North Lincolnshire 008D,-0.65204,53.58999,6000
E01013331,North Lincolnshire 007D,-0.6288,53.60237,2000
E01013332,North Lincolnshire 008E,-0.65737,53.59014,450
E01013333,North Lincolnshire 009C,-0.66504,53.58777,4000
E01013334,North Lincolnshire 009D,-0.67814,53.58746,100
E01013335,York 012A,-1.12798,53.96162,125
E01013336,York 012B,-1.12798,53.95807,150
E01013337,York 012C,-1.13745,53.96074,200
E01013338,York 012D,-1.12412,53.96717,500
E01013339,York 012E,-1.12829,53.97188,400
E01013340,York 024A,-1.10716,53.92111,600
E01013341,York 024B,-1.09472,53.91953,100
E01013342,York 024C,-1.11355,53.89529,125
E01013343,York 009A,-1.08156,53.97053,8000
E01013344,York 007A,-1.09228,53.96535,800
E01013345,York 009B,-1.09019,53.97119,100
E01013346,York 007B,-1.1025,53.97019,500
E01013347,York 009C,-1.08959,53.97489,50
E01013348,York 010A,-1.07687,53.97503,3000
E01013349,York 009D,-1.09389,53.97417,125
E01013350,York 009E,-1.08676,53.97938,75
E01013351,York 020A,-0.97127,53.95857,2250
E01013352,York 020B,-0.98531,53.96454,200
E01013353,York 022A,-1.11837,53.93671,50
E01013354,York 022B,-1.13922,53.93505,50
E01013355,York 022C,-1.11726,53.93152,1750
E01013356,York 022D,-1.12642,53.93872,125
E01013357,York 021A,-1.10711,53.93564,600
E01013358,York 021B,-1.10728,53.94398,350
E01013359,York 022E,-1.11674,53.94282,75
E01013360,York 019A,-1.06556,53.94153,300
E01013361,York 019B,-1.07771,53.94762,1000
E01013362,York 019C,-1.0732,53.94488,1750
E01013363,York 019D,-1.06429,53.95127,400
E01013364,York 019E,-1.07402,53.95117,800
E01013366,York 013A,-1.08534,53.96385,9000
E01013368,York 010B,-1.07621,53.96798,250
E01013369,York 013C,-1.07635,53.9636,1250
E01013370,York 002A,-1.07812,54.0145,500
E01013371,York 003A,-1.08156,54.00788,50
E01013372,York 003B,-1.08485,54.01546,150
E01013373,York 002B,-1.06897,54.01367,200
E01013374,York 003C,-1.07125,54.00913,175
E01013375,York 002C,-1.06135,54.01997,50
E01013376,York 002D,-1.07655,54.0329,100
E01013377,York 003D,-1.0997,54.02174,450
E01013378,York 023B,-1.02321,53.93185,8000
E01013379,York 008A,-1.05749,53.96762,225
E01013380,York 008B,-1.06003,53.96524,300
E01013381,York 014A,-1.05033,53.96355,350
E01013382,York 010C,-1.06822,53.96926,100
E01013383,York 010D,-1.06454,53.96184,1250
E01013384,York 015A,-1.05466,53.96236,30
E01013385,York 008C,-1.06223,53.9752,100
E01013386,York 010E,-1.06927,53.97604,225
E01013387,York 008D,-1.05511,53.97202,125
E01013388,York 008E,-1.03523,53.97867,75
E01013389,York 008F,-1.04093,53.9686,45
E01013390,York 017A,-1.10555,53.96571,100
E01013391,York 017B,-1.10331,53.95882,2500
E01013392,York 012F,-1.11548,53.96642,300
