id,name,lon,lat,jobs
E01006982,Sefton 031C,-2.99558,53.47874,100
E01006983,Sefton 031D,-3.00283,53.47831,100
E01006984,Sefton 031E,-2.99287,53.47639,75
E01006985,Sefton 013A,-3.06228,53.57125,175
E01006986,Sefton 013B,-3.08691,53.56936,400
E01006987,Sefton 013C,-3.03722,53.57791,600
E01006988,Sefton 014A,-3.0492,53.56347,225
E01006989,Sefton 013D,-3.09545,53.55975,250
E01006990,Sefton 013E,-3.07725,53.55557,125
E01006991,Sefton 015A,-3.08616,53.55496,100
E01006992,Sefton 015B,-3.07252,53.55037,350
E01006993,Sefton 015C,-3.08713,53.54356,300
E01006994,Sefton 007C,-2.99932,53.64018,900
E01006995,Sefton 008A,-2.98595,53.63842,500
E01006996,Sefton 007D,-2.99267,53.64097,450
E01006997,Sefton 008B,-2.99202,53.63406,125
E01006998,Sefton 007E,-3.00072,53.63735,450
E01006999,Sefton 008C,-2.97645,53.63386,4000
E01007000,Sefton 008D,-2.98833,53.63453,50
E01007001,Sefton 008E,-3.00048,53.63006,600
E01007002,Sefton 008F,-2.98729,53.62772,600
E01007003,Sefton 036B,-3.00287,53.46052,175
E01007004,Sefton 034A,-3.01108,53.4627,50
E01007005,Sefton 034B,-3.01956,53.4596,225
E01007006,Sefton 036C,-2.99645,53.45662,175
E01007007,Sefton 037B,-2.99739,53.45123,600
E01007008,Sefton 037C,-3.00623,53.45359,500
E01007009,Sefton 037D,-3.00768,53.44549,8000
E01007010,Sefton 037E,-2.99478,53.44268,600
E01007011,Sefton 034C,-3.00543,53.46388,150
E01007012,Sefton 036D,-2.99112,53.46124,125
E01007013,Sefton 036E,-2.99706,53.46094,300
E01007014,Sefton 033B,-2.98233,53.47327,100
E01007016,Sefton 034D,-3.00023,53.46685,300
E01007017,Sefton 034E,-2.99466,53.46406,450
E01007019,Sefton 035A,-2.9844,53.45996,1000
E01007020,Sefton 021A,-3.00354,53.49568,200
E01007021,Sefton 025A,-3.01829,53.49345,250
E01007022,Sefton 021B,-3.03346,53.50917,225
E01007023,Sefton 021C,-3.01192,53.5013,175
E01007024,Sefton 024C,-2.99693,53.49771,300
E01007025,Sefton 025B,-3.01066,53.49132,150
E01007026,Sefton 024D,-3.00711,53.48798,75
E01007027,Sefton 021D,-3.05159,53.52161,200
E01007028,Sefton 001B,-2.94865,53.67334,100
E01007029,Sefton 001C,-2.95286,53.67564,200
E01007030,Sefton 001D,-2.94904,53.66841,50
E01007031,Sefton 002B,-2.9535,53.66427,75
E01007032,Sefton 002C,-2.96362,53.66416,700
E01007033,Sefton 002D,-2.96694,53.66763,75
E01007034,Sefton 003E,-2.97239,53.65786,125
E01007035,Sefton 002E,-2.9552,53.65705,450
E01007036,Sefton 001E,-2.9652,53.68368,35
E01007037,Sefton 021E,-2.9995,53.50214,225
E01007038,Sefton 021F,-2.98094,53.50796,800
E01007039,Sefton 026A,-2.91536,53.48381,75
E01007040,Sefton 026B,-2.91463,53.49398,400
E01007041,Sefton 027A,-2.94847,53.48187,3000
E01007042,Sefton 026C,-2.93952,53.48787,150
E01007043,Sefton 027B,-2.94247,53.48327,50
E01007044,Sefton 026D,-2.93087,53.47999,40
E01007045,Sefton 026E,-2.93417,53.47718,75
E01007046,Sefton 027C,-2.96115,53.47935,700
E01007047,Sefton 033E,-2.97551,53.47205,1750
E01007048,Sefton 029A,-2.96787,53.47542,2250
E01007049,Sefton 035B,-2.96795,53.46823,1250
E01007050,Sefton 035C,-2.98252,53.46673,200
E01007051,Sefton 035D,-2.97919,53.46235,175
E01007052,Sefton 035E,-2.97653,53.45875,10
E01007053,Sefton 027D,-2.95635,53.48574,1000
E01007054,Sefton 029B,-2.97534,53.4814,100
E01007055,Sefton 005A,-2.96197,53.64664,30
E01007056,Sefton 005B,-2.96594,53.64443,600
E01007057,Sefton 005C,-2.95739,53.65042,125
E01007058,Sefton 006A,-2.98738,53.64589,350
E01007059,Sefton 006B,-2.97838,53.64507,150
E01007060,Sefton 006C,-2.97035,53.63756,900
E01007061,Sefton 006D,-2.98093,53.64243,150
E01007062,Sefton 005D,-2.96911,53.65189,250
E01007063,Sefton 005E,-2.97189,53.64922,250
E01007064,Sefton 006E,-2.98087,53.64836,350
E01007065,Sefton 020A,-2.94512,53.49834,125
E01007066,Sefton 020B,-2.94434,53.50421,175
E01007067,Sefton 017A,-2.95307,53.53523,150
E01007068,Sefton 017B,-2.94985,53.52949,125
E01007069,Sefton 017C,-2.94767,53.52507,100
E01007070,Sefton 017D,-2.95655,53.51833,150
E01007071,Sefton 020C,-2.95976,53.51204,500
E01007072,Sefton 020D,-2.94892,53.51292,600
E01007073,Sefton 020E,-2.9498,53.50673,1000
E01007074,Sefton 019A,-2.93871,53.50388,150
E01007075,Sefton 016A,-3.04337,53.55338,900
E01007076,Sefton 016B,-3.03042,53.52992,700
E01007077,Sefton 016C,-3.05863,53.55018,250
E01007078,Sefton 015D,-3.06785,53.54966,175
E01007079,Sefton 014B,-3.0645,53.56412,500
E01007080,Sefton 014C,-3.05477,53.5603,200
E01007081,Sefton 014D,-3.0633,53.55952,1000
E01007082,Sefton 016D,-3.04885,53.55513,350
E01007083,Sefton 023A,-2.9672,53.49163,50
E01007084,Sefton 027E,-2.95926,53.492,450
E01007085,Sefton 023B,-2.97534,53.49026,300
E01007086,Sefton 023C,-2.98254,53.4889,175
E01007087,Sefton 029C,-2.96449,53.48773,500
E01007088,Sefton 029D,-2.96512,53.48525,1000
E01007089,Sefton 024E,-2.99164,53.48506,75
E01007090,Sefton 029E,-2.98592,53.48514,75
E01007091,Sefton 023D,-2.97267,53.4949,100
E01007092,Sefton 023E,-2.98282,53.49321,50
E01007095,Sefton 018C,-2.93913,53.51896,600
E01007096,Sefton 018D,-2.93567,53.51727,30
E01007097,Sefton 019B,-2.93312,53.51344,175
E01007098,Sefton 019C,-2.91706,53.50931,125
E01007099,Sefton 019D,-2.93203,53.50738,700
E01007100,Sefton 018E,-2.93201,53.52408,125
E01007101,Sefton 017E,-2.94242,53.52232,75
E01007102,Sefton 030D,-3.02769,53.47996,200
E01007103,Sefton 030E,-3.02909,53.48306,225
E01007104,Sefton 028D,-3.02793,53.48792,400
E01007105,Sefton 025C,-3.0226,53.49126,1000
E01007106,Sefton 025D,-3.01478,53.48698,450
E01007107,Sefton 025E,-3.01933,53.48262,150
E01007108,Sefton 025F,-3.01346,53.48293,50
E01007109,Sefton 028E,-3.03458,53.48515,600
E01007111,Wirral 032A,-3.0231,53.36318,175
E01007112,Wirral 032B,-3.0108,53.3602,500
E01007114,Wirral 032D,-3.01882,53.36065,35
E01007115,Wirral 031A,-3.00908,53.35658,150
E01007116,Wirral 032E,-3.02142,53.35751,250
E01007117,Wirral 035B,-3.01737,53.35292,300
E01007121,Wirral 011B,-3.06481,53.40965,1500
E01007122,Wirral 011C,-3.05604,53.4026,350
E01007127,Wirral 016B,-3.03178,53.39267,150
E01007128,Wirral 016C,-3.02709,53.39004,4500
E01007129,Wirral 016D,-3.0373,53.38765,600
E01007130,Wirral 021A,-3.02918,53.38523,250
E01007131,Wirral 021B,-3.02859,53.38272,600
E01007133,Wirral 016E,-3.03216,53.39947,1250
E01007135,Wirral 039A,-2.97426,53.33474,6000
E01007136,Wirral 039B,-2.98398,53.32829,15
E01007137,Wirral 039C,-2.98426,53.33149,200
E01007138,Wirral 031B,-2.99535,53.36061,100
E01007139,Wirral 031C,-3.00055,53.36319,1250
E01007141,Wirral 031D,-2.9976,53.35735,350
E01007142,Wirral 036B,-2.99074,53.34385,900
E01007143,Wirral 036C,-2.97238,53.34639,4500
E01007145,Wirral 038B,-2.99908,53.33981,75
E01007147,Wirral 038D,-2.99964,53.33385,125
E01007149,Wirral 041A,-2.98916,53.32041,100
E01007151,Wirral 035D,-3.01268,53.34832,450
E01007152,Wirral 036D,-3.00373,53.34978,1750
E01007153,Wirral 036E,-3.00612,53.34777,75
E01007154,Wirral 035E,-3.00688,53.3429,150
E01007155,Wirral 020A,-3.04026,53.39056,400
E01007156,Wirral 015B,-3.05011,53.394,700
E01007160,Wirral 020B,-3.04846,53.38786,500
E01007164,Wirral 042A,-2.95777,53.32192,600
E01007165,Wirral 041C,-2.97905,53.31185,20
E01007166,Wirral 042B,-2.97415,53.31205,100
E01007167,Wirral 042C,-2.9701,53.31542,30
E01007168,Wirral 042D,-2.97215,53.30635,100
E01007169,Wirral 042E,-2.94331,53.31141,800
E01007170,Wirral 039D,-2.97932,53.32552,1000
E01007171,Wirral 041D,-2.97398,53.32116,350
E01007172,Wirral 041E,-2.98179,53.31681,150
E01007173,Wirral 029A,-3.02457,53.36932,175
E01007174,Wirral 029B,-3.02377,53.37354,125
E01007175,Wirral 027A,-3.01634,53.36984,125
E01007176,Wirral 029C,-3.01028,53.36885,175
E01007177,Wirral 029D,-3.0322,53.36963,175
E01007178,Wirral 029E,-3.01461,53.36598,200
E01007179,Wirral 021C,-3.02931,53.37982,75
E01007180,Wirral 022A,-3.03033,53.37681,125
E01007181,Wirral 022B,-3.03563,53.37417,600
E01007211,Wirral 004A,-3.06008,53.41677,50
E01007212,Wirral 007A,-3.05033,53.41511,75
E01007213,Wirral 007B,-3.05498,53.41442,400
E01007214,Wirral 007C,-3.04567,53.41594,1500
E01007215,Wirral 005A,-3.02812,53.4216,200
E01007216,Wirral 005B,-3.03991,53.42016,350
E01007217,Wirral 007D,-3.04669,53.42046,1000
E01007218,Wirral 002A,-3.0359,53.42153,250
E01007219,Wirral 005C,-3.03583,53.41811,125
E01007220,Wirral 005D,-3.0303,53.41903,75
E01007229,Wirral 001A,-3.04629,53.43297,225
E01007230,Wirral 001B,-3.04032,53.44139,50
E01007231,Wirral 001C,-3.04574,53.43561,200
E01007232,Wirral 002B,-3.03455,53.42696,225
E01007233,Wirral 002C,-3.04293,53.42982,250
E01007234,Wirral 002D,-3.03642,53.43116,125
E01007235,Wirral 004B,-3.04707,53.42685,75
E01007236,Wirral 002E,-3.04064,53.42539,75
E01007237,Wirral 001D,-3.05313,53.43714,500
E01007238,Wirral 001E,-3.04005,53.43814,350
E01007239,Wirral 022C,-3.0375,53.38404,250
E01007244,Wirral 022E,-3.03603,53.37991,125
E01007269,Wirral 010C,-3.03372,53.4068,1750
E01007270,Wirral 010D,-3.04588,53.41002,200
E01007271,Wirral 010E,-3.03795,53.41212,250
E01007272,Wirral 008A,-3.02936,53.41198,125
E01007273,Wirral 008B,-3.02458,53.40903,200
E01007274,Wirral 008C,-3.01874,53.40459,1000
E01007275,Wirral 005E,-3.03132,53.41473,225
E01007276,Wirral 007E,-3.03989,53.4143,25
E01007277,Wirral 008D,-3.02411,53.41723,125
E01007278,Wirral 008E,-3.02579,53.41244,150
E01007289,Wirral 031E,-3.00334,53.36556,300
E01007290,Wirral 027B,-3.00141,53.37129,250
E01007291,Wirral 021D,-3.01588,53.38605,2500
E01007292,Wirral 021E,-3.02198,53.38071,900
E01007293,Wirral 027C,-3.0113,53.37818,600
E01007294,Wirral 021F,-3.02169,53.37698,100
E01007295,Wirral 027D,-3.01036,53.37282,350
E01007296,Wirral 027E,-3.01822,53.37509,350
E01007307,Wirral 003A,-3.06179,53.4323,200
E01007308,Wirral 003B,-3.06897,53.43217,250
E01007309,Wirral 006D,-3.0775,53.42424,700
E01007310,Wirral 004C,-3.05455,53.43051,450
E01007311,Wirral 004D,-3.05948,53.42638,75
E01007312,Wirral 003C,-3.06337,53.4203,300
E01007313,Wirral 003D,-3.06482,53.42463,500
E01007314,Wirral 004E,-3.05106,53.42497,700
E01007315,Wirral 003E,-3.07037,53.42162,35
E01007316,Wirral 004F,-3.05476,53.42196,175
E01007317,Barnsley 018A,-1.44675,53.53897,200
E01007318,Barnsley 018B,-1.4556,53.54371,350
E01007319,Barnsley 015A,-1.42866,53.5411,900
E01007320,Barnsley 018C,-1.44577,53.54384,150
E01007321,Barnsley 015B,-1.42407,53.54845,50
E01007322,Barnsley 015C,-1.44653,53.55011,2000
E01007323,Barnsley 007A,-1.47933,53.5861,125
E01007324,Barnsley 007B,-1.47748,53.58073,300
E01007325,Barnsley 007C,-1.47239,53.58309,50
E01007326,Barnsley 007D,-1.46888,53.57955,75
E01007327,Barnsley 007E,-1.4604,53.57632,1250
E01007328,Barnsley 006A,-1.37186,53.59059,175
E01007329,Barnsley 003A,-1.41832,53.59693,225
E01007330,Barnsley 006B,-1.38601,53.5969,200
E01007331,Barnsley 003B,-1.40241,53.58696,500
E01007332,Barnsley 006C,-1.38522,53.57275,3500
E01007333,Barnsley 006D,-1.36891,53.57024,75
E01007334,Barnsley 009A,-1.4665,53.55989,1000
E01007335,Barnsley 009B,-1.45694,53.55899,350
E01007336,Barnsley 013A,-1.47557,53.55539,4000
E01007337,Barnsley 015D,-1.46806,53.55235,1500
E01007338,Barnsley 017A,-1.47605,53.54795,450
E01007339,Barnsley 017B,-1.46878,53.54635,175
E01007340,Barnsley 013B,-1.48135,53.55121,8000
E01007341,Barnsley 008A,-1.39892,53.56816,1000
E01007342,Barnsley 003C,-1.41696,53.58889,100
E01007343,Barnsley 003D,-1.42009,53.58245,225
E01007344,Barnsley 011A,-1.43321,53.5724,350
E01007345,Barnsley 008B,-1.41433,53.57713,700
E01007346,Barnsley 008C,-1.42184,53.56908,175
E01007347,Barnsley 008D,-1.39405,53.56411,200
E01007348,Barnsley 020A,-1.37784,53.54034,150
E01007349,Barnsley 020B,-1.34802,53.5393,100
E01007350,Barnsley 020C,-1.39056,53.54638,75
E01007351,Barnsley 020D,-1.36258,53.54242,800
E01007352,Barnsley 020E,-1.38005,53.53593,250
E01007353,Barnsley 020F,-1.37688,53.53178,125
E01007354,Barnsley 020G,-1.3493,53.5674,150
E01007355,Barnsley 005A,-1.52326,53.59124,50
E01007356,Barnsley 004A,-1.49773,53.5951,250
E01007357,Barnsley 004B,-1.5074,53.58945,200
E01007358,Barnsley 005B,-1.52697,53.58491,300
E01007359,Barnsley 005C,-1.55684,53.59434,900
E01007360,Barnsley 005D,-1.54738,53.58067,125
E01007361,Barnsley 004C,-1.5123,53.58147,600
E01007362,Barnsley 004D,-1.49555,53.58217,350
E01007363,Barnsley 004E,-1.52145,53.59373,40
E01007364,Barnsley 025A,-1.33577,53.52449,1000
E01007365,Barnsley 025B,-1.31117,53.52352,125
E01007366,Barnsley 025C,-1.30731,53.51783,100
E01007367,Barnsley 025D,-1.34055,53.51968,5
E01007368,Barnsley 025E,-1.32484,53.51473,225
E01007369,Barnsley 022A,-1.29757,53.53256,175
E01007370,Barnsley 022B,-1.29436,53.52318,300
E01007371,Barnsley 022C,-1.31882,53.52835,700
E01007372,Barnsley 014A,-1.30822,53.552,100
E01007373,Barnsley 014B,-1.2989,53.54681,600
E01007374,Barnsley 014C,-1.32594,53.54179,75
E01007375,Barnsley 014D,-1.31498,53.54098,250
E01007376,Barnsley 022D,-1.29935,53.53808,1250
E01007377,Barnsley 014E,-1.30459,53.55003,75
E01007378,Barnsley 014F,-1.31896,53.55221,400
E01007379,Barnsley 012A,-1.5449,53.55706,175
E01007380,Barnsley 012B,-1.51437,53.56499,3000
E01007381,Barnsley 012C,-1.50506,53.56878,1750
E01007382,Barnsley 019A,-1.52595,53.54785,1500
E01007383,Barnsley 019B,-1.51495,53.54347,75
E01007384,Barnsley 019C,-1.53575,53.53895,1500
E01007385,Barnsley 019D,-1.51355,53.53559,300
E01007386,Barnsley 005E,-1.53018,53.576,400
E01007387,Barnsley 012D,-1.52638,53.56882,600
E01007388,Barnsley 029A,-1.42637,53.49417,350
E01007389,Barnsley 030A,-1.44124,53.49594,75
E01007390,Barnsley 030B,-1.45047,53.49347,100
E01007391,Barnsley 030C,-1.44321,53.49977,500
E01007392,Barnsley 030D,-1.43922,53.5063,225
E01007393,Barnsley 029B,-1.4322,53.50129,150
E01007394,Barnsley 029C,-1.42044,53.50023,50
E01007395,Barnsley 030E,-1.444,53.5165,1250
E01007396,Barnsley 028A,-1.46184,53.49771,200
E01007397,Barnsley 028B,-1.45891,53.50476,600
E01007398,Barnsley 028C,-1.46861,53.51411,1000
E01007399,Barnsley 028D,-1.48822,53.50867,500
E01007400,Barnsley 009C,-1.45783,53.56728,175
E01007402,Barnsley 011B,-1.42458,53.56074,350
E01007403,Barnsley 011C,-1.43324,53.55779,75
E01007404,Barnsley 009D,-1.44707,53.5638,75
E01007405,Barnsley 011D,-1.44516,53.55715,700
E01007406,Barnsley 009E,-1.44271,53.57565,125
E01007408,Barnsley 010C,-1.49715,53.56073,125
E01007409,Barnsley 010D,-1.48578,53.55979,600
E01007410,Barnsley 010E,-1.47886,53.56285,500
E01007411,Barnsley 007F,-1.48499,53.57783,100
E01007413,Barnsley 017C,-1.47984,53.54208,150
E01007414,Barnsley 017D,-1.46999,53.54273,350
E01007415,Barnsley 013C,-1.50033,53.53917,350
E01007416,Barnsley 018D,-1.45954,53.54064,35
E01007417,Barnsley 013D,-1.48746,53.54974,350
E01007418,Barnsley 016A,-1.58247,53.5785,450
E01007419,Barnsley 016B,-1.55842,53.53951,300
E01007420,Barnsley 016C,-1.57301,53.54416,175
E01007421,Barnsley 027A,-1.52965,53.48492,300
E01007422,Barnsley 027B,-1.58875,53.50185,250
E01007423,Barnsley 027C,-1.56409,53.51367,200
E01007424,Barnsley 028E,-1.48038,53.49014,3000
E01007425,Barnsley 016D,-1.63312,53.53884,500
E01007426,Barnsley 027D,-1.75635,53.52053,900
E01007427,Barnsley 024A,-1.65964,53.52598,75
E01007428,Barnsley 024B,-1.65459,53.51817,1000
E01007429,Barnsley 024C,-1.62959,53.52377,125
E01007430,Barnsley 024D,-1.62067,53.52382,700
E01007431,Barnsley 024E,-1.63775,53.51611,200
E01007432,Barnsley 024F,-1.61785,53.52003,175
E01007433,Barnsley 002A,-1.43889,53.59337,300
E01007434,Barnsley 001A,-1.45134,53.60107,500
E01007435,Barnsley 001B,-1.46166,53.59641,100
E01007436,Barnsley 002B,-1.44909,53.59054,1500
E01007437,Barnsley 002C,-1.45662,53.58385,2000
E01007438,Barnsley 001C,-1.45458,53.60558,175
E01007439,Barnsley 001D,-1.47072,53.59326,100
E01007440,Barnsley 002D,-1.44438,53.60179,150
E01007441,Barnsley 013E,-1.49317,53.5563,400
E01007442,Barnsley 012E,-1.51303,53.5519,100
E01007443,Barnsley 013F,-1.49047,53.55286,1250
E01007444,Barnsley 012F,-1.50287,53.54917,450
E01007445,Barnsley 013G,-1.49617,53.54784,350
E01007446,Barnsley 012G,-1.50195,53.55707,5000
E01007447,Barnsley 023A,-1.41356,53.52579,225
E01007448,Barnsley 023B,-1.40241,53.5284,450
E01007449,Barnsley 023C,-1.40025,53.53601,1500
E01007450,Barnsley 023D,-1.4136,53.53897,350
E01007451,Barnsley 026A,-1.40653,53.51495,300
E01007452,Barnsley 026B,-1.4151,53.51684,150
E01007453,Barnsley 026C,-1.4096,53.52102,100
E01007455,Barnsley 026E,-1.39007,53.51414,50
E01007456,Barnsley 029D,-1.40615,53.50646,125
E01007457,Barnsley 029E,-1.4309,53.51753,125
E01007458,Barnsley 021A,-1.45588,53.52644,250
E01007459,Barnsley 021B,-1.48548,53.52862,175
E01007460,Barnsley 021C,-1.47456,53.53708,125
E01007461,Barnsley 021D,-1.46454,53.53457,100
E01007462,Barnsley 021E,-1.43496,53.53369,100
E01007463,Barnsley 021F,-1.46891,53.53107,300
E01007464,Doncaster 009A,-1.1913,53.56811,400
E01007465,Doncaster 009B,-1.20331,53.57222,700
E01007466,Doncaster 009C,-1.20607,53.56595,250
E01007467,Doncaster 009D,-1.19272,53.56234,400
E01007468,Doncaster 005A,-1.21008,53.58924,50
E01007469,Doncaster 005B,-1.19735,53.59137,125
E01007470,Doncaster 005C,-1.19196,53.58793,30
E01007471,Doncaster 009E,-1.1882,53.5737,150
E01007472,Doncaster 005D,-1.18454,53.58665,75
E01007473,Doncaster 005E,-1.16698,53.58151,1250
E01007474,Doncaster 005F,-1.19537,53.58127,450
E01007475,Doncaster 011A,-1.0563,53.5527,75
E01007476,Doncaster 011B,-1.06689,53.554,450
E01007477,Doncaster 011C,-1.07477,53.55302,175
E01007478,Doncaster 011D,-1.06691,53.54541,700
E01007479,Doncaster 014A,-1.02455,53.53845,4000
E01007480,Doncaster 014B,-1.05501,53.54112,75
E01007482,Doncaster 014D,-1.05157,53.53664,350
E01007483,Doncaster 017A,-1.0597,53.5273,150
E01007484,Doncaster 017B,-1.04488,53.53425,300
E01007485,Doncaster 017C,-1.03975,53.52767,450
E01007486,Doncaster 017D,-1.05087,53.53252,125
E01007487,Doncaster 002A,-1.17521,53.62264,75
E01007488,Doncaster 002B,-1.11074,53.61123,500
E01007489,Doncaster 002C,-1.15305,53.62934,350
E01007490,Doncaster 002D,-1.20342,53.61722,300
E01007491,Doncaster 002E,-1.15893,53.61179,100
E01007492,Doncaster 002F,-1.14271,53.61273,250
E01007493,Doncaster 002G,-1.1855,53.63026,400
E01007494,Doncaster 023A,-1.1552,53.50803,350
E01007495,Doncaster 028A,-1.13756,53.50254,3000
E01007496,Doncaster 029A,-1.16546,53.50546,100
E01007497,Doncaster 029B,-1.16486,53.50197,75
E01007498,Doncaster 029C,-1.15566,53.4984,600
E01007499,Doncaster 029D,-1.16149,53.49882,125
E01007500,Doncaster 028B,-1.14554,53.49873,150
E01007501,Doncaster 029E,-1.1687,53.49784,125
E01007503,Doncaster 029F,-1.15866,53.49287,50
E01007504,Doncaster 009F,-1.17231,53.56745,1250
E01007505,Doncaster 013A,-1.12775,53.54795,600
E01007506,Doncaster 010A,-1.14176,53.56107,225
E01007507,Doncaster 009G,-1.18009,53.55431,75
E01007508,Doncaster 010B,-1.13913,53.54888,225
E01007509,Doncaster 010C,-1.15055,53.55321,125
E01007510,Doncaster 010D,-1.14752,53.5464,350
E01007511,Doncaster 010E,-1.10324,53.56165,200
E01007512,Doncaster 012A,-1.16481,53.54037,250
E01007513,Doncaster 012B,-1.15456,53.54305,250
E01007514,Doncaster 013B,-1.14956,53.53961,225
E01007515,Doncaster 012C,-1.16606,53.54557,100
E01007516,Doncaster 013C,-1.15481,53.53603,300
E01007517,Doncaster 013D,-1.14767,53.53284,800
E01007518,Doncaster 012D,-1.17539,53.54773,225
E01007519,Doncaster 012E,-1.16158,53.54849,100
E01007520,Doncaster 027A,-1.0937,53.50057,50
E01007521,Doncaster 025A,-1.08802,53.50517,250
E01007522,Doncaster 024A,-1.07342,53.50644,250
E01007523,Doncaster 025B,-1.08348,53.49913,75
E01007524,Doncaster 025C,-1.07954,53.50358,100
E01007525,Doncaster 024B,-1.07604,53.5209,75
E01007526,Doncaster 025D,-1.0949,53.51446,800
E01007528,Doncaster 024C,-1.07292,53.51032,150
E01007529,Doncaster 022A,-1.14249,53.52131,2250
E01007530,Doncaster 022B,-1.13621,53.51344,3500
E01007531,Doncaster 022C,-1.15766,53.51678,150
E01007532,Doncaster 023B,-1.13818,53.5176,300
E01007533,Doncaster 023C,-1.14723,53.51376,350
E01007534,Doncaster 028D,-1.12443,53.50539,7000
E01007535,Doncaster 023D,-1.15048,53.50947,350
E01007536,Doncaster 032A,-1.22863,53.48803,450
E01007537,Doncaster 035A,-1.22058,53.47924,75
E01007538,Doncaster 035B,-1.24721,53.48393,35
E01007539,Doncaster 035C,-1.23829,53.48293,350
E01007540,Doncaster 035D,-1.23218,53.47832,125
E01007541,Doncaster 035E,-1.24301,53.4743,200
E01007542,Doncaster 032B,-1.24106,53.4889,250
E01007543,Doncaster 032C,-1.28268,53.48528,1000
E01007544,Doncaster 032D,-1.25112,53.48544,250
E01007545,Doncaster 034A,-1.17615,53.47422,1250
E01007546,Doncaster 033A,-1.188,53.49106,600
E01007547,Doncaster 034B,-1.19234,53.48381,450
E01007548,Doncaster 034C,-1.18547,53.48075,50
E01007549,Doncaster 034D,-1.19765,53.47863,300
E01007550,Doncaster 034E,-1.19395,53.46892,75
E01007551,Doncaster 033B,-1.17585,53.49959,125
E01007552,Doncaster 033C,-1.18652,53.49984,150
E01007553,Doncaster 008A,-0.99673,53.58066,600
E01007554,Doncaster 006A,-1.00902,53.58776,500
E01007555,Doncaster 006B,-1.01172,53.57445,450
E01007556,Doncaster 006C,-1.02484,53.58032,75
E01007557,Doncaster 008B,-0.99106,53.55494,2000
E01007558,Doncaster 008C,-1.00778,53.57701,125
E01007559,Doncaster 008D,-0.9251,53.56653,700
E01007560,Doncaster 008E,-1.01239,53.56626,300
E01007561,Doncaster 006D,-1.03382,53.56886,50
E01007562,Doncaster 006E,-1.02313,53.57129,30
E01007563,Doncaster 006F,-1.02262,53.58647,100
E01007564,Doncaster 018A,-1.09695,53.52978,75
E01007565,Doncaster 018B,-1.10517,53.53165,150
E01007566,Doncaster 018C,-1.08176,53.53116,600
E01007567,Doncaster 018D,-1.108,53.52829,6000
E01007568,Doncaster 018E,-1.1019,53.52655,75
E01007569,Doncaster 018F,-1.09469,53.52544,175
E01007570,Doncaster 015A,-1.09806,53.53746,150
E01007571,Doncaster 031A,-1.28839,53.49489,400
E01007572,Doncaster 031B,-1.28464,53.50101,500
E01007573,Doncaster 031C,-1.29737,53.49893,15
E01007574,Doncaster 031D,-1.30524,53.49776,200
E01007575,Doncaster 030A,-1.27262,53.49953,30
E01007576,Doncaster 031E,-1.28344,53.49619,300
E01007577,Doncaster 031F,-1.29599,53.49497,450
E01007578,Doncaster 030B,-1.27839,53.49374,1500
E01007579,Doncaster 030C,-1.25359,53.49984,350
E01007580,Doncaster 030D,-1.27114,53.50346,75
E01007581,Doncaster 016A,-1.17654,53.52879,250
E01007582,Doncaster 016B,-1.16348,53.53455,350
E01007583,Doncaster 020A,-1.24087,53.52513,400
E01007584,Doncaster 021A,-1.15358,53.52718,1000
E01007585,Doncaster 021B,-1.16081,53.52635,125
E01007586,Doncaster 020B,-1.26656,53.53212,100
E01007587,Doncaster 020C,-1.2531,53.57844,3500
E01007588,Doncaster 016C,-1.18994,53.53735,350
E01007589,Doncaster 016D,-1.17195,53.53509,75
E01007590,Doncaster 037A,-1.07506,53.47667,300
E01007591,Doncaster 036A,-1.06533,53.47151,100
E01007592,Doncaster 037B,-1.07916,53.47738,225
E01007593,Doncaster 037C,-1.08707,53.47638,600
E01007594,Doncaster 036B,-1.05137,53.46746,450
E01007595,Doncaster 037D,-1.07033,53.47389,125
E01007596,Doncaster 036C,-1.05133,53.48468,400
E01007597,Doncaster 037E,-1.07693,53.46674,50
E01007598,Doncaster 036D,-1.06887,53.4817,45
E01007599,Doncaster 026A,-0.9784,53.49935,225
E01007600,Doncaster 026B,-1.00802,53.50673,225
E01007601,Doncaster 026C,-1.03472,53.50988,250
E01007602,Doncaster 026D,-0.99748,53.48423,2000
E01007603,Doncaster 026E,-1.01372,53.52081,600
E01007604,Doncaster 024D,-1.0651,53.50528,75
E01007605,Doncaster 027C,-1.06201,53.50001,225
E01007606,Doncaster 027D,-1.06621,53.49209,700
E01007607,Doncaster 025E,-1.07052,53.50091,150
E01007609,Doncaster 038B,-1.02581,53.45923,900
E01007610,Doncaster 038C,-1.02943,53.4333,700
E01007611,Doncaster 039A,-1.13565,53.47493,6000
E01007612,Doncaster 039B,-1.12128,53.44494,200
E01007613,Doncaster 033D,-1.22687,53.46191,500
E01007614,Doncaster 039C,-1.08718,53.44525,1250
E01007615,Doncaster 039D,-1.10289,53.43271,450
E01007616,Doncaster 039E,-1.11646,53.43242,125
E01007617,Doncaster 021C,-1.19467,53.5209,200
E01007618,Doncaster 021D,-1.17274,53.5199,150
E01007619,Doncaster 021E,-1.17937,53.51316,175
E01007620,Doncaster 020D,-1.22097,53.49711,225
E01007621,Doncaster 007A,-1.05029,53.56635,200
E01007622,Doncaster 007B,-1.06112,53.5642,40
E01007623,Doncaster 007C,-1.06795,53.56071,350
E01007624,Doncaster 007D,-1.07965,53.57021,2000
