LSOA21CD,LSOA21NM,city,origin_bng_e,origin_bng_n,population_mid_2022,population_per_km2,imd_score,imd_decile,census2021_no_car_household_pct,distance_to_city_centre_km,active_bus_stops,bus_stops_per_km2,scheduled_stop_calls_core_06_22,calls_per_active_stop_per_hour_core_06_22,unique_lines_core_06_22,nearest_any_core_bus_network_m,nearest_hf_bus_network_m,within_400m_any_core_bus,within_400m_hf_bus,reachable_graph_snap_offset_any_m,reachable_graph_snap_offset_hf_m,walk_distance_repair_flag
E01011395,Leeds 103E,Leeds,439671.18286550825,426049.5769362688,1184,275.9905665140493,20.553,5,6.451612903225806,12.6023208462033,15,3.4965021095529893,223,0.9291666666666668,3,145.91641952822047,4261.579419528221,True,0,,,False
E01011396,Leeds 074A,Leeds,440311.3415135689,433639.41099401715,1843,1972.215952400616,16.301,6,27.932960893854748,10.484461234876354,18,19.262011472170965,1127,3.9131944444444446,10,116.51215884683414,275.8911588468342,True,1,,,False
E01011397,Leeds 077A,Leeds,441442.314736177,433209.668379826,1515,5506.661211342471,6.045,9,14.00329489291598,11.633472757602572,7,25.443319128315046,329,2.9375,5,448.3662991512518,1365.9962991512516,False,0,,,False
E01011398,Leeds 077B,Leeds,441830.4226640696,433437.7402865624,1108,3636.710478967207,3.32,10,8.282828282828284,12.009507902588574,4,13.128918696632518,155,2.421875,3,228.952674937913,1617.301674937913,True,0,,,False
E01011399,Leeds 074B,Leeds,439500.39205319015,433185.4233922566,1475,2619.872106497329,9.479,8,19.131832797427652,9.697742271841706,14,24.86658270573736,524,2.3392857142857144,6,515.9914436207986,1233.7194436207983,False,0,,,False
E01011400,Leeds 074C,Leeds,441127.1239470226,433585.6740842546,1454,2986.134656550558,14.775,6,20.99173553719008,11.301441712659408,8,16.429901824212145,295,2.3046875,6,141.80636765302154,846.7383676530213,True,0,,,False
E01011401,Leeds 077C,Leeds,441269.07017778896,432611.1329427227,1886,5400.461734513727,3.005,10,10.53370786516854,11.51329671245138,8,22.907578937491948,226,1.765625,3,148.1742762558462,1294.105276255846,True,0,,,False
E01011402,Leeds 087D,Leeds,437329.3145243827,430506.94886628207,2300,239.44741733466012,16.255,6,14.33408577878104,8.239865850117027,38,3.9560877646596015,1903,3.129934210526316,13,669.0712894375303,1760.6502894375303,False,0,,,False
E01011403,Leeds 074D,Leeds,440888.9422510332,432869.7747493456,1547,3601.339115367229,8.034,9,21.311475409836063,11.108237592931829,10,23.27950300819153,386,2.4125,3,263.0330222180292,741.0990222180291,True,0,,,False
E01011404,Leeds 077D,Leeds,441944.38393844065,432321.1595321113,1332,1141.1520347925004,4.016,10,12.338858195211786,12.21906911940635,2,1.713441493682433,8,0.25,1,784.2747163294525,1710.807716329453,False,0,,,False
E01011405,Leeds 077E,Leeds,440767.31108972186,432278.143118317,1518,3414.7744284035957,4.518,10,15.454545454545451,11.059539036976064,5,11.247610106731212,238,2.975,5,392.0456215726427,972.327621572643,True,0,,,False
E01011406,Leeds 057A,Leeds,436344.0714592589,435207.6498881526,1300,3997.131710353468,6.335,9,14.431239388794568,6.638936720112369,6,18.44830020163139,240,2.5,5,297.6350414899275,612.1530414899275,True,0,,,False
E01011407,Leeds 057B,Leeds,437057.55149174086,435261.34623637394,1416,4641.202953101329,19.316,5,25.11346444780635,7.349812615241413,7,22.94379990939922,360,3.2142857142857144,5,48.713613872509384,722.0636138725093,True,0,,,False
E01011408,Leeds 057C,Leeds,436224.2555448519,434535.3795555023,1491,4128.262524415608,13.722,7,29.3733681462141,6.42285636789666,8,22.15030194186778,787,6.1484375,14,147.7590638868986,147.7590638868986,True,1,,,False
E01011409,Leeds 057D,Leeds,436693.39673993096,434775.09523420833,1442,4746.278934898709,17.172,6,24.58521870286576,6.915447578029487,8,26.331644576414476,714,5.578125,9,175.64393938711794,175.64393938711794,True,1,,,False
E01011410,Leeds 057E,Leeds,438665.33465918753,434510.8355744259,1715,353.4706411856253,6.704,9,15.167095115681231,8.854196851574265,17,3.503790612335645,810,2.9779411764705883,5,1093.7562988795296,1408.0122988795292,False,0,,,False
E01011411,Leeds 073A,Leeds,437408.6739436132,432953.3635625392,1755,673.4939872639164,5.014,10,12.397820163487738,7.639694036193704,25,9.593931442505932,1337,3.3425,11,166.61615804917193,463.2871580491719,True,0,,,False
E01011412,Leeds 057F,Leeds,437102.3250659657,434228.8372546884,1812,2183.2465010831156,5.152,10,18.36477987421383,7.278069682213905,11,13.2537039248975,483,2.7443181818181817,10,432.6535041726458,790.1115041726458,False,0,,,False
E01011413,Leeds 069A,Leeds,435508.32343318383,434056.2867149318,1482,4691.042996233782,6.342,9,12.816188870151771,5.679194943353563,3,9.49603845391454,301,6.270833333333333,2,440.876337999011,440.876337999011,False,0,,,False
E01011414,Leeds 073B,Leeds,436290.87336524547,433740.9379337481,1512,5234.00249530507,7.218,9,15.57632398753894,6.462721493338362,8,27.69313489579402,139,1.0859375,4,176.01855377868594,755.9895537786858,True,0,,,False
E01011415,Leeds 069B,Leeds,434857.8781969688,433528.5146906901,1650,2712.9594880406175,18.369,5,24.65753424657534,5.04259207087191,12,19.73061445847722,856,4.458333333333333,5,214.22864228679083,214.22864228679083,True,1,,,False
E01011416,Leeds 069C,Leeds,435964.1778300843,433620.19131258014,1481,4169.6258239203935,11.211,7,19.67479674796748,6.140921430076584,7,19.70788708132529,238,2.125,5,39.76001331675432,538.8430133167543,True,0,,,False
E01011417,Leeds 069D,Leeds,435314.17970575066,433444.14125757106,1548,4645.304773800946,14.096,7,26.486486486486488,5.504304582740219,9,27.00758589419155,310,2.1527777777777777,5,124.57743705446832,317.3774370544684,True,1,,,False
E01011418,Leeds 073C,Leeds,437085.92047667224,433030.2577525129,1491,3194.6904859953747,5.826,9,12.980769230769232,7.309878790534333,10,21.42649554658199,400,2.5,8,151.01434412636024,540.8933441263601,True,0,,,False
E01011419,Leeds 073D,Leeds,436438.0251511168,432675.4355602014,1132,1307.088747371807,3.002,10,8.669354838709678,6.723983360072154,3,3.4640161149429507,114,2.375,5,696.3454746863388,1302.471474686339,False,0,,,False
E01011420,Leeds 069E,Leeds,435881.60496799106,431589.3088207223,1429,225.94625182337708,9.556,8,14.785373608903022,6.48516368197411,8,1.2649195343506066,178,1.390625,2,1039.621949062954,2315.5899490629536,False,0,,,False
E01011421,Leeds 040A,Leeds,433513.5658451861,436217.77535895415,1522,5765.880164129139,36.787,2,30.267558528428097,4.339539600273731,7,26.518502725955308,482,4.303571428571429,4,216.7823710704294,216.7823710704294,True,1,,,False
E01011422,Leeds 048A,Leeds,431922.7576131114,435887.75987194135,1714,14077.127496589475,49.778,1,46.35036496350365,2.8703310237957353,3,24.63907963230363,193,4.020833333333333,6,35.63442063349489,85.3704206334949,True,1,,,False
E01011423,Leeds 047A,Leeds,433134.7240292737,435854.7520827382,1729,4665.244551078277,38.581,2,27.1523178807947,3.8275337898223936,3,8.094698469193078,156,3.25,1,645.9930591031491,645.9930591031491,False,0,,,False
E01011424,Leeds 047B,Leeds,432911.4323231164,435675.3693597454,1923,9568.349457647017,34.816,2,25.217391304347824,3.5444772109884664,3,14.927222242819058,218,4.541666666666667,3,450.3692854386021,450.3692854386021,False,0,,,False
E01011425,Leeds 040B,Leeds,433967.0301343664,436167.5503002389,1553,5686.5640795307145,16.957,6,17.957166392092258,4.706303438471269,4,14.64665571031736,159,2.484375,1,314.9356655488235,543.1236655488235,True,0,,,False
E01011426,Leeds 048B,Leeds,431549.9570690801,435706.83378993033,1684,19977.170323300936,66.336,1,41.76706827309237,2.477812739963924,0,0.0,0,0.0,0,424.3785964020803,424.3785964020803,False,0,,,False
E01011427,Leeds 047C,Leeds,432577.66119837214,435548.81974613544,2061,8884.111783251426,62.458,1,41.30808950086058,3.192268632759206,1,4.310583106866291,109,6.8125,3,400.7414025198882,400.7414025198882,False,0,,,False
E01011428,Leeds 048C,Leeds,431986.3750283438,435537.1997565321,2150,18053.28430349496,63.228,1,47.839506172839506,2.693336707535873,5,41.98438210115107,585,7.3125,10,148.19902910604736,156.05002910604736,True,1,,,False
E01011429,Leeds 048D,Leeds,431569.95986069494,435374.89952932793,2125,11571.74753088636,64.081,1,53.65853658536586,2.2659161611180965,8,43.564225998631,806,6.296875,8,217.27863774469728,217.27863774469728,True,1,,,False
E01011430,Leeds 053A,Leeds,432328.5962121061,435334.5958033181,1676,13586.064336596895,68.404,1,45.77319587628866,2.869387385485545,3,24.31873091276294,72,1.5,1,211.63137636180704,569.9993763618071,True,0,,,False
E01011431,Leeds 047D,Leeds,432984.7094958367,435299.6131140731,2152,7121.805844605367,55.757,1,45.978391356542616,3.441525516311087,10,33.09389332995059,511,3.19375,5,161.8054971690809,540.5464971690809,True,0,,,False
E01011432,Leeds 053B,Leeds,432310.849460545,435189.2440946205,1827,19332.72955837995,76.227,1,58.48056537102474,2.7849014411098763,3,31.745040325747045,126,2.625,2,117.2790057485733,517.7630057485733,True,0,,,False
E01011433,Leeds 053C,Leeds,432321.9789515914,434856.7464288944,1995,13843.156943426487,78.55,1,63.04347826086957,2.6606773875979717,6,41.633554717072144,594,6.1875,10,105.51042949147671,105.51042949147671,True,1,,,False
E01011434,Leeds 053D,Leeds,431978.1902390957,435116.0694378864,1865,16939.093833965384,72.774,1,57.81487101669196,2.456872798475366,1,9.082624039659724,109,6.8125,3,144.12918383982532,144.12918383982532,True,1,,,False
E01011435,Leeds 044A,Leeds,427563.3472633936,436084.8525524798,1831,12198.581701921772,14.071,7,35.64356435643564,3.1331333566446955,3,19.98675319812415,242,5.041666666666667,4,382.46924935436823,522.7602493543684,True,0,,,False
E01011440,Leeds 044D,Leeds,427833.0669544195,436118.75516816234,1711,8595.238677155474,15.904,6,35.444947209653094,2.9688276871796724,7,35.16462346001655,708,6.321428571428571,7,108.0195615544529,265.9505615544529,True,1,,,False
E01011441,Leeds 044E,Leeds,427829.2628690798,435387.5769535138,1926,9289.446672004446,13.094,7,36.04651162790697,2.480345712575194,2,9.646362068540444,125,3.90625,3,186.2238002307301,462.6188002307301,True,0,,,False
E01011442,Leeds 110A,Leeds,428198.13071506366,435523.0856199133,1821,14668.217078812932,10.816,8,41.62679425837321,2.286276116441046,4,32.220136362027304,436,6.8125,9,189.03078661000583,420.8347866100058,True,0,,,False
E01011443,Leeds 110B,Leeds,428921.15985953785,435604.2779307124,1800,11609.846667310234,10.459,8,46.38888888888889,1.911944290144214,1,6.449914815172352,207,12.9375,6,247.0670124383352,247.0670124383352,True,1,,,False
E01011444,Leeds 110C,Leeds,428668.98379700165,435222.52609380585,1953,20033.143322395463,24.736,4,45.20766773162939,1.7434366357731437,1,10.2576258691221,67,4.1875,1,312.7938474073986,449.9278474073986,True,0,,,False
E01011445,Leeds 054A,Leeds,428420.06005394773,435232.4781303487,1685,24628.82824588966,17.812,5,32.83898305084746,1.9250630766074384,2,29.23303055891948,134,4.1875,1,121.34111125481412,650.7121112548141,True,0,,,False
E01011446,Leeds 054B,Leeds,428089.85069560533,435219.71562667703,1786,21945.557673465966,18.165,5,40.0390625,2.171001638206191,4,49.150185158938335,158,2.46875,3,228.88640370287288,594.8304037028729,True,0,,,False
E01011447,Leeds 054C,Leeds,428086.70869196387,434979.0369307027,1396,15519.781513759375,21.846,4,41.10854503464203,2.0390478255633626,2,22.2346440025206,60,1.875,2,90.14774953235724,543.5547495323573,True,0,,,False
E01011448,Leeds 054D,Leeds,428583.8107848342,434870.9294661432,1618,19923.722118201113,31.272,3,43.541666666666664,1.5665870523084822,1,12.313796117553222,66,4.125,1,181.68734777304053,585.5113477730406,True,0,,,False
