high_social_transport_need,number_of_lsoas,dft_business_median,ptal_inspired_median,cumulative_45min_median,dft_business_mean,ptal_inspired_mean,cumulative_45min_mean
FALSE,389,40.2464065708419,44.558521560575,40.8624229979466,42.8685673263198,46.2656313508549,43.2755499015535
TRUE,99,84.1889117043121,72.3819301848049,81.7248459958932,78.0214879804202,64.6734283284591,76.4223342252089
