LSOA21CD,LSOA21NM,nearest_any_core_bus_network_m,calls_per_active_stop_per_hour_core_06_22,unique_lines_core_06_22,walking_access_percentile,service_frequency_percentile,route_availability_percentile,ptal_inspired_score
E01011319,Leeds 091C,105.97050487145,14.515625,8,86.4476386036961,99.1786447638604,80.9034907597536,88.8432580424367
E01011320,Leeds 091D,243.61188885282,7.58333333333333,16,52.5667351129363,93.0184804928131,97.6386036960986,81.0746064339494
E01011321,Leeds 090D,297.861338992272,5.91145833333333,15,42.9158110882957,87.2689938398357,96.7145790554415,75.6331279945243
E01011322,Leeds 091E,287.350320903623,3.86160714285714,15,44.558521560575,71.6632443531828,96.7145790554415,70.9787816563997
E01011323,Leeds 051A,130.708043325793,2.59027777777778,6,81.3141683778234,51.0266940451745,67.7618069815195,66.7008898015058
E01011324,Leeds 046A,118.349946559181,2.86057692307692,4,84.1889117043121,54.4147843942505,44.2505133470226,60.9514031485284
E01011325,Leeds 046B,317.96882340948,1.39285714285714,3,39.6303901437372,21.3552361396304,29.2607802874743,30.082135523614
E01011326,Leeds 046C,83.8153433018271,1.6875,3,90.7597535934292,28.8501026694045,29.2607802874743,49.6235455167693
E01011327,Leeds 052A,631.025153532587,1.41875,7,10.4722792607803,21.7659137577002,75.0513347022587,35.7631759069131
E01011328,Leeds 052B,271.358558522772,2.75,6,47.4332648870637,52.5667351129363,67.7618069815195,55.9206023271732
E01011329,Leeds 051B,190.532927176338,3.30625,7,64.6817248459959,60.3696098562628,75.0513347022587,66.7008898015058
E01011330,Leeds 051C,235.969031085284,2.21022727272727,6,54.4147843942505,41.0677618069815,67.7618069815195,54.4147843942505
E01011331,Leeds 058A,351.417003935224,6.4375,7,34.0862422997947,89.3223819301848,75.0513347022587,66.1533196440794
E01011332,Leeds 046D,225.645743315566,2.13068181818182,3,57.0841889117043,39.6303901437372,29.2607802874743,41.9917864476386
E01011333,Leeds 051D,119.378755886399,2.01041666666667,2,83.7782340862423,36.5503080082136,14.5790554414784,44.9691991786448
E01011334,Leeds 058B,358.366393533221,5.21875,2,33.264887063655,83.1622176591376,14.5790554414784,43.668720054757
E01011335,Leeds 052C,224.464530735929,3.34027777777778,4,57.4948665297741,61.3963039014374,44.2505133470226,54.3805612594114
E01011336,Leeds 058C,104.300036097758,2.6125,8,87.0636550308008,51.5400410677618,80.9034907597536,73.1690622861054
E01011337,Leeds 058D,421.281661057745,3.8,3,25.4620123203285,69.8151950718686,29.2607802874743,41.5126625598905
E01011338,Leeds 064A,335.936966085839,20.4375,21,37.5770020533881,99.5893223819302,98.7679671457906,78.6447638603696
E01011339,Leeds 060A,87.6117885373315,3.828125,6,89.7330595482546,70.6365503080082,67.7618069815195,76.0438056125941
E01011340,Leeds 060B,383.738080087287,4.39583333333333,9,29.5687885010267,78.0287474332649,85.8316221765914,64.476386036961
E01011341,Leeds 061A,376.766210094705,11.35,11,30.8008213552361,97.9466119096509,91.6837782340862,73.4770704996578
E01011342,Leeds 060C,284.568098969069,5.275,5,45.3798767967146,83.7782340862423,56.6735112936345,61.9438740588638
E01011343,Leeds 061B,332.92323324366,4.98863636363636,8,38.1930184804928,81.3141683778234,80.9034907597536,66.8035592060233
E01011344,Leeds 065A,143.78819526309,7.625,7,79.0554414784394,93.4291581108829,75.0513347022587,82.5119780971937
E01011345,Leeds 061C,422.236226405075,7.70833333333333,9,24.8459958932238,94.0451745379877,85.8316221765914,68.2409308692676
E01011346,Leeds 060D,296.391737316591,4.07352941176471,12,43.5318275154004,74.1273100616017,93.3264887063655,70.3285420944559
E01011347,Leeds 065B,265.488165957466,1,2,48.4599589322382,12.5256673511294,14.5790554414784,25.1882272416153
E01011348,Leeds 065C,186.084121683008,7.8359375,15,66.1190965092403,94.2505133470226,96.7145790554415,85.6947296372348
E01011349,Leeds 065D,262.486160600131,4.5390625,14,48.870636550308,79.2607802874743,95.6878850102669,74.6064339493498
E01011350,Leeds 034A,159.683614213321,2.96875,8,73.7166324435318,55.8521560574949,80.9034907597536,70.1574264202601
E01011351,Leeds 034B,516.085267515797,12.0625,7,17.2484599589322,98.1519507186858,75.0513347022587,63.4839151266256
E01011352,Leeds 034C,78.0290902255483,10.38125,8,91.5811088295688,97.3305954825462,80.9034907597536,89.9383983572895
E01011353,Leeds 034D,500.607318526918,0,0,18.0698151950719,1.3347022587269,1.3347022587269,6.91307323750856
E01011354,Leeds 038A,379.159079650126,1.625,1,30.3901437371663,27.0020533880904,5.74948665297741,21.047227926078
E01011355,Leeds 038B,196.935910320276,1.9375,4,63.2443531827515,35.2156057494867,44.2505133470226,47.5701574264203
E01011356,Leeds 042A,174.373351004865,7.27678571428571,8,70.4312114989733,91.9917864476386,80.9034907597536,81.1088295687885
E01011357,Leeds 038C,157.835655258614,5.390625,8,74.5379876796715,84.394250513347,80.9034907597536,79.9452429842574
E01011358,Leeds 042B,271.042368256441,4.5625,3,47.6386036960986,79.6714579055442,29.2607802874743,52.1902806297057
E01011359,Leeds 042C,82.6196181704742,1.5,1,90.9650924024641,23.2032854209446,5.74948665297741,39.9726214921287
E01011360,Leeds 042D,188.289041707103,10.0625,8,65.5030800821355,97.1252566735113,80.9034907597536,81.1772758384668
E01011361,Leeds 042E,396.872385537604,5.12053571428571,11,27.5154004106776,82.5462012320329,91.6837782340862,67.2484599589323
E01011362,Leeds 081A,350.844425246959,3.60763888888889,10,34.2915811088296,65.5030800821355,89.0143737166325,62.9363449691992
E01011363,Leeds 071E,28.8731204974748,7.5,25,98.9733059548255,92.8131416837782,99.0759753593429,96.9541409993155
E01011364,Leeds 085A,205.17619223451,8.44642857142857,11,61.6016427104723,95.0718685831622,91.6837782340862,82.7857631759069
E01011366,Leeds 082A,918.36969035703,5.6375,11,4.10677618069815,86.4476386036961,91.6837782340862,60.7460643394935
E01011368,Leeds 082C,121.306158036998,3.84375,5,83.1622176591376,71.3552361396304,56.6735112936345,70.3969883641342
E01011369,Leeds 090E,93.0397568846343,3.25,8,88.911704312115,59.7535934291581,80.9034907597536,76.5229295003422
E01011370,Leeds 082D,260.846799494857,5.32291666666667,5,49.2813141683778,83.9835728952772,56.6735112936345,63.3127994524299
E01011371,Leeds 085B,339.899298886042,9.41666666666667,10,36.9609856262834,96.0985626283368,89.0143737166325,74.0246406570842
E01011372,Leeds 086C,239.903489424766,0,0,53.7987679671458,1.3347022587269,1.3347022587269,18.8227241615332
E01011373,Leeds 085C,282.680103013794,3.40625,5,45.9958932238193,63.0390143737166,56.6735112936345,55.2361396303902
E01011374,Leeds 085D,286.146548291557,0,0,45.1745379876797,1.3347022587269,1.3347022587269,15.9479808350445
E01011375,Leeds 086D,348.839861618762,0,0,35.1129363449692,1.3347022587269,1.3347022587269,12.5941136208077
E01011376,Leeds 013A,694.90149571124,3.84375,3,8.2135523613963,71.3552361396304,29.2607802874743,36.2765229295003
E01011377,Leeds 013B,345.000190086189,3.08928571428571,3,35.9342915811088,57.0841889117043,29.2607802874743,40.7597535934292
E01011378,Leeds 013C,194.36026350877,1.6875,3,63.6550308008214,28.8501026694045,29.2607802874743,40.5886379192334
E01011379,Leeds 017A,220.180737486287,3.71022727272727,5,58.5215605749487,67.9671457905544,56.6735112936345,61.0540725530459
E01011380,Leeds 016A,374.745960123763,2.90625,3,31.4168377823409,54.8254620123203,29.2607802874743,38.5010266940452
E01011381,Leeds 016B,668.965875628205,2.00892857142857,2,9.03490759753593,36.3449691991786,14.5790554414784,19.9863107460643
E01011382,Leeds 013D,90.8288416182997,3.75,3,89.1170431211499,68.6858316221766,29.2607802874743,62.3545516769336
E01011383,Leeds 019A,730.64779558629,2.39423076923077,4,6.98151950718686,45.7905544147844,44.2505133470226,32.340862422998
E01011384,Leeds 017B,719.872143844722,3.625,2,7.18685831622177,65.8110882956879,14.5790554414784,29.192334017796
E01011385,Leeds 016C,484.462172392922,1.171875,2,19.7125256673511,17.0431211498973,14.5790554414784,17.1115674195756
E01011386,Leeds 016D,487.463946057767,3.50892857142857,2,19.5071868583162,64.2710472279261,14.5790554414784,32.7857631759069
E01011388,Leeds 019B,565.514886271112,1.9125,3,13.9630390143737,34.4969199178645,29.2607802874743,25.9069130732375
E01011390,Leeds 087A,185.551705055286,2.20454545454545,7,66.3244353182752,40.8624229979466,75.0513347022587,60.7460643394935
E01011391,Leeds 087B,233.163487861655,1.3125,6,54.8254620123203,19.5071868583162,67.7618069815195,47.3648186173854
E01011392,Leeds 087C,538.912853154535,2.228125,5,15.605749486653,41.4784394250513,56.6735112936345,37.9192334017796
E01011393,Leeds 103C,608.996120392482,1.63690476190476,3,11.088295687885,27.5154004106776,29.2607802874743,22.621492128679
E01011394,Leeds 103D,108.421256279278,0.909090909090909,3,85.6262833675565,10.2669404517454,29.2607802874743,41.7180013689254
E01011395,Leeds 103E,145.91641952822,0.929166666666667,3,78.4394250513347,10.6776180698152,29.2607802874743,39.4592744695414
E01011396,Leeds 074A,116.512158846834,3.91319444444444,10,84.5995893223819,72.6899383983573,89.0143737166325,82.1013004791239
E01011397,Leeds 077A,448.366299151252,2.9375,5,22.7926078028747,55.1334702258727,56.6735112936345,44.8665297741273
E01011398,Leeds 077B,228.952674937913,2.421875,3,56.0574948665298,46.8172484599589,29.2607802874743,44.0451745379877
E01011399,Leeds 074B,515.991443620799,2.33928571428571,6,17.4537987679671,44.1478439425051,67.7618069815195,43.1211498973306
E01011400,Leeds 074C,141.806367653022,2.3046875,6,79.2607802874743,43.1211498973306,67.7618069815195,63.3812457221082
