id,opportunity,percentile,cutoff,accessibility
E01011581,jobs,50,45,1300
E01011581,jobs,50,60,8200
E01011582,jobs,50,30,100
E01011582,jobs,50,45,100
E01011582,jobs,50,60,100
E01011583,jobs,50,30,450
E01011583,jobs,50,45,1300
E01011583,jobs,50,60,8200
E01011584,jobs,50,30,300
E01011584,jobs,50,45,1500
E01011584,jobs,50,60,14300
E01011585,jobs,50,30,6665
E01011585,jobs,50,45,15230
E01011585,jobs,50,60,71270
E01011586,jobs,50,30,5025
E01011586,jobs,50,45,32690
E01011586,jobs,50,60,149155
E01011587,jobs,50,30,14755
E01011587,jobs,50,45,31905
E01011587,jobs,50,60,249590
E01011588,jobs,50,30,225
E01011588,jobs,50,45,225
E01011588,jobs,50,60,5625
E01011589,jobs,50,30,300
E01011589,jobs,50,45,300
E01011589,jobs,50,60,300
E01011590,jobs,50,30,0
E01011590,jobs,50,45,0
E01011590,jobs,50,60,0
E01011591,jobs,50,30,2025
E01011591,jobs,50,45,18200
E01011591,jobs,50,60,102805
E01011592,jobs,50,30,2015
E01011592,jobs,50,45,9490
E01011592,jobs,50,60,26280
E01011593,jobs,50,30,2700
E01011593,jobs,50,45,19040
E01011593,jobs,50,60,105730
E01011594,jobs,50,30,2315
E01011594,jobs,50,45,19840
E01011594,jobs,50,60,98850
E01011595,jobs,50,30,3750
E01011595,jobs,50,45,56380
E01011595,jobs,50,60,305330
E01011596,jobs,50,30,9150
E01011596,jobs,50,45,29315
E01011596,jobs,50,60,195220
E01011597,jobs,50,30,22990
E01011597,jobs,50,45,91895
E01011597,jobs,50,60,342770
E01011598,jobs,50,30,13805
E01011598,jobs,50,45,36380
E01011598,jobs,50,60,233715
E01011599,jobs,50,30,8450
E01011599,jobs,50,45,60995
E01011599,jobs,50,60,349350
E01011600,jobs,50,30,8825
E01011600,jobs,50,45,21905
E01011600,jobs,50,60,61345
E01011601,jobs,50,30,2600
E01011601,jobs,50,45,8050
E01011601,jobs,50,60,21405
E01011602,jobs,50,30,8890
E01011602,jobs,50,45,18420
E01011602,jobs,50,60,89195
E01011603,jobs,50,30,3450
E01011603,jobs,50,45,9550
E01011603,jobs,50,60,26070
E01011604,jobs,50,30,9750
E01011604,jobs,50,45,22145
E01011604,jobs,50,60,96345
E01011605,jobs,50,30,1525
E01011605,jobs,50,45,9550
E01011605,jobs,50,60,26070
E01011606,jobs,50,30,800
E01011606,jobs,50,45,10540
E01011606,jobs,50,60,70890
E01011607,jobs,50,30,3300
E01011607,jobs,50,45,14465
E01011607,jobs,50,60,43145
E01011608,jobs,50,30,1100
E01011608,jobs,50,45,28690
E01011608,jobs,50,60,178145
E01011609,jobs,50,30,15050
E01011609,jobs,50,45,101695
E01011609,jobs,50,60,275095
E01011610,jobs,50,30,12975
E01011610,jobs,50,45,34570
E01011610,jobs,50,60,237895
E01011611,jobs,50,30,9025
E01011611,jobs,50,45,34270
E01011611,jobs,50,60,247095
E01011612,jobs,50,30,10090
E01011612,jobs,50,45,34020
E01011612,jobs,50,60,202120
E01011613,jobs,50,30,7790
E01011613,jobs,50,45,39730
E01011613,jobs,50,60,99585
E01011614,jobs,50,30,5800
E01011614,jobs,50,45,23805
E01011614,jobs,50,60,103645
E01011615,jobs,50,30,70750
E01011615,jobs,50,45,272815
E01011615,jobs,50,60,377670
E01011616,jobs,50,30,19585
E01011616,jobs,50,45,206135
E01011616,jobs,50,60,329370
E01011617,jobs,50,30,72210
E01011617,jobs,50,45,260085
E01011617,jobs,50,60,369155
E01011618,jobs,50,30,135750
E01011618,jobs,50,45,301130
E01011618,jobs,50,60,393995
E01011620,jobs,50,30,2010
E01011620,jobs,50,45,93310
E01011620,jobs,50,60,248045
E01011621,jobs,50,30,7000
E01011621,jobs,50,45,175900
E01011621,jobs,50,60,286100
E01011622,jobs,50,30,16685
E01011622,jobs,50,45,176435
E01011622,jobs,50,60,327330
E01011623,jobs,50,30,101075
E01011623,jobs,50,45,277965
E01011623,jobs,50,60,390120
E01011624,jobs,50,30,9500
E01011624,jobs,50,45,104225
E01011624,jobs,50,60,265640
E01011625,jobs,50,30,9000
E01011625,jobs,50,45,179550
E01011625,jobs,50,60,286100
E01011626,jobs,50,30,64850
E01011626,jobs,50,45,249900
E01011626,jobs,50,60,359910
E01011627,jobs,50,30,13875
E01011627,jobs,50,45,62100
E01011627,jobs,50,60,229635
E01011628,jobs,50,30,14200
E01011628,jobs,50,45,102625
E01011628,jobs,50,60,255710
E01011629,jobs,50,30,2700
E01011629,jobs,50,45,17400
E01011629,jobs,50,60,118085
E01011630,jobs,50,30,175
E01011630,jobs,50,45,12625
E01011630,jobs,50,60,109625
E01011632,jobs,50,30,12775
E01011632,jobs,50,45,108175
E01011632,jobs,50,60,263435
E01011633,jobs,50,30,2700
E01011633,jobs,50,45,14400
E01011633,jobs,50,60,98300
E01011634,jobs,50,30,800
E01011634,jobs,50,45,17200
E01011634,jobs,50,60,123585
E01011635,jobs,50,30,14175
E01011635,jobs,50,45,70800
E01011635,jobs,50,60,256565
E01011636,jobs,50,30,1000
E01011636,jobs,50,45,1000
E01011636,jobs,50,60,1000
E01011637,jobs,50,30,3675
E01011637,jobs,50,45,20075
E01011637,jobs,50,60,127865
E01011638,jobs,50,30,3675
E01011638,jobs,50,45,20075
E01011638,jobs,50,60,127865
E01011639,jobs,50,30,1700
E01011639,jobs,50,45,22025
E01011639,jobs,50,60,133910
E01011641,jobs,50,30,5250
E01011641,jobs,50,45,112645
E01011641,jobs,50,60,238115
E01011642,jobs,50,30,4750
E01011642,jobs,50,45,115095
E01011642,jobs,50,60,257790
E01011643,jobs,50,30,7895
E01011643,jobs,50,45,117145
E01011643,jobs,50,60,245415
E01011644,jobs,50,30,7170
E01011644,jobs,50,45,41745
E01011644,jobs,50,60,218670
E01011645,jobs,50,30,55045
E01011645,jobs,50,45,204295
E01011645,jobs,50,60,319445
E01011646,jobs,50,30,24320
E01011646,jobs,50,45,156970
E01011646,jobs,50,60,278265
E01011647,jobs,50,30,77170
E01011647,jobs,50,45,245800
E01011647,jobs,50,60,333070
E01011648,jobs,50,30,22145
E01011648,jobs,50,45,91870
E01011648,jobs,50,60,258905
E01011649,jobs,50,30,325
E01011649,jobs,50,45,7150
E01011649,jobs,50,60,72070
E01011650,jobs,50,30,450
E01011650,jobs,50,45,450
E01011650,jobs,50,60,450
E01011651,jobs,50,30,1600
E01011651,jobs,50,45,16125
E01011651,jobs,50,60,116615
E01011652,jobs,50,30,12750
E01011652,jobs,50,45,102050
E01011652,jobs,50,60,230540
E01011653,jobs,50,30,10175
E01011653,jobs,50,45,68070
E01011653,jobs,50,60,229615
E01011654,jobs,50,30,3100
E01011654,jobs,50,45,19600
E01011654,jobs,50,60,169965
E01011655,jobs,50,30,7825
E01011655,jobs,50,45,114420
E01011655,jobs,50,60,259390
E01011656,jobs,50,30,8420
E01011656,jobs,50,45,41870
E01011656,jobs,50,60,194195
E01011657,jobs,50,30,2395
E01011657,jobs,50,45,9895
E01011657,jobs,50,60,92145
E01011658,jobs,50,30,10370
E01011658,jobs,50,45,84845
E01011658,jobs,50,60,232915
E01011659,jobs,50,30,10370
E01011659,jobs,50,45,52520
E01011659,jobs,50,60,229355
E01011660,jobs,50,30,7095
E01011660,jobs,50,45,41495
E01011660,jobs,50,60,171445
E01011661,jobs,50,30,14000
E01011661,jobs,50,45,116180
E01011661,jobs,50,60,281040
E01011662,jobs,50,30,2400
E01011662,jobs,50,45,37945
E01011662,jobs,50,60,203020
E01011663,jobs,50,30,6325
E01011663,jobs,50,45,42375
E01011663,jobs,50,60,218530
E01011664,jobs,50,30,6450
E01011664,jobs,50,45,46320
E01011664,jobs,50,60,222330
E01011665,jobs,50,30,11550
E01011665,jobs,50,45,137435
E01011665,jobs,50,60,295995
E01011666,jobs,50,30,9800
E01011666,jobs,50,45,136585
E01011666,jobs,50,60,295995
E01011667,jobs,50,30,5975
E01011667,jobs,50,45,100675
E01011667,jobs,50,60,271565
E01011668,jobs,50,30,75170
E01011668,jobs,50,45,263415
E01011668,jobs,50,60,365410
E01011669,jobs,50,30,75475
E01011669,jobs,50,45,249090
E01011669,jobs,50,60,354450
E01011670,jobs,50,30,104000
E01011670,jobs,50,45,264565
E01011670,jobs,50,60,368235
E01011671,jobs,50,30,107275
E01011671,jobs,50,45,283090
E01011671,jobs,50,60,363435
E01011673,jobs,50,30,105720
E01011673,jobs,50,45,279245
E01011673,jobs,50,60,364410
E01011677,jobs,50,30,76470
E01011677,jobs,50,45,258475
E01011677,jobs,50,60,361260
E01011678,jobs,50,30,139655
E01011678,jobs,50,45,322885
E01011678,jobs,50,60,426340
E01011681,jobs,50,30,133655
E01011681,jobs,50,45,282285
E01011681,jobs,50,60,388725
E01011684,jobs,50,30,8725
E01011684,jobs,50,45,75845
E01011684,jobs,50,60,217490
E01011685,jobs,50,30,8550
E01011685,jobs,50,45,37245
E01011685,jobs,50,60,220665
E01011686,jobs,50,30,5950
E01011686,jobs,50,45,19440
E01011686,jobs,50,60,139295
E01011687,jobs,50,30,15900
E01011687,jobs,50,45,80495
E01011687,jobs,50,60,247365
E01011688,jobs,50,30,14570
E01011688,jobs,50,45,123335
E01011688,jobs,50,60,306020
E01011689,jobs,50,30,2400
E01011689,jobs,50,45,6145
E01011689,jobs,50,60,104620
E01011690,jobs,50,30,77070
E01011690,jobs,50,45,238370
E01011690,jobs,50,60,362400
E01011691,jobs,50,30,15920
E01011691,jobs,50,45,150185
E01011691,jobs,50,60,314570
E01011692,jobs,50,30,7250
E01011692,jobs,50,45,78170
E01011692,jobs,50,60,222915
E01011693,jobs,50,30,10950
E01011693,jobs,50,45,120190
E01011693,jobs,50,60,285740
E01011694,jobs,50,30,78670
E01011694,jobs,50,45,266670
E01011694,jobs,50,60,369635
E01011695,jobs,50,30,6100
E01011695,jobs,50,45,33690
E01011695,jobs,50,60,143365
E01011696,jobs,50,30,200
E01011696,jobs,50,45,200
E01011696,jobs,50,60,200
E01011697,jobs,50,30,5000
E01011697,jobs,50,45,5000
E01011697,jobs,50,60,9350
E01011698,jobs,50,30,220
E01011698,jobs,50,45,520
E01011698,jobs,50,60,5770
E01011699,jobs,50,30,220
E01011699,jobs,50,45,520
E01011699,jobs,50,60,5770
E01011700,jobs,50,30,5000
E01011700,jobs,50,45,5000
E01011700,jobs,50,60,5000
E01011701,jobs,50,30,295
E01011701,jobs,50,45,8595
E01011701,jobs,50,60,14195
E01011702,jobs,50,30,250
E01011702,jobs,50,45,250
E01011702,jobs,50,60,550
E01011703,jobs,50,30,75
E01011703,jobs,50,45,8395
E01011703,jobs,50,60,13995
E01011704,jobs,50,30,3595
E01011704,jobs,50,45,8595
E01011704,jobs,50,60,13945
E01011705,jobs,50,30,595
E01011705,jobs,50,45,8595
E01011705,jobs,50,60,14195
E01011706,jobs,50,30,400
E01011706,jobs,50,45,400
E01011706,jobs,50,60,950
E01011707,jobs,50,30,850
E01011707,jobs,50,45,2675
E01011707,jobs,50,60,16575
E01011708,jobs,50,30,175
E01011708,jobs,50,45,175
E01011708,jobs,50,60,175
E01011709,jobs,50,30,1000
E01011709,jobs,50,45,1725
E01011709,jobs,50,60,10150
E01011710,jobs,50,30,625
E01011710,jobs,50,45,2450
E01011710,jobs,50,60,16925
E01011711,jobs,50,30,500
E01011711,jobs,50,45,500
E01011711,jobs,50,60,10150
E01011712,jobs,50,30,500
E01011712,jobs,50,45,2450
E01011712,jobs,50,60,16925
E01011713,jobs,50,30,250
E01011713,jobs,50,45,6120
E01011713,jobs,50,60,85670
E01011714,jobs,50,30,4825
E01011714,jobs,50,45,14945
E01011714,jobs,50,60,62005
E01011715,jobs,50,30,4275
E01011715,jobs,50,45,26945
E01011715,jobs,50,60,195180
E01011716,jobs,50,30,2670
E01011716,jobs,50,45,17545
E01011716,jobs,50,60,138420
E01011717,jobs,50,30,6120
E01011717,jobs,50,45,15045
E01011717,jobs,50,60,110680
E01011718,jobs,50,30,4825
E01011718,jobs,50,45,17595
E01011718,jobs,50,60,108730
E01011719,jobs,50,30,2250
E01011719,jobs,50,45,12925
E01011719,jobs,50,60,170770
E01011720,jobs,50,30,6275
E01011720,jobs,50,45,48220
E01011720,jobs,50,60,224905
E01011721,jobs,50,30,6950
E01011721,jobs,50,45,30205
E01011721,jobs,50,60,206255
E01011722,jobs,50,30,450
E01011722,jobs,50,45,10250
E01011722,jobs,50,60,133235
E01011723,jobs,50,30,5975
E01011723,jobs,50,45,29220
E01011723,jobs,50,60,177980
E01011724,jobs,50,30,9700
E01011724,jobs,50,45,47320
E01011724,jobs,50,60,238440
E01011725,jobs,50,30,8265
E01011725,jobs,50,45,85540
E01011725,jobs,50,60,249995
E01011726,jobs,50,30,2000
E01011726,jobs,50,45,21225
E01011726,jobs,50,60,168065
E01011727,jobs,50,30,750
E01011727,jobs,50,45,9490
E01011727,jobs,50,60,77995
E01011728,jobs,50,30,175
E01011728,jobs,50,45,2425
E01011728,jobs,50,60,17980
E01011729,jobs,50,30,22765
E01011729,jobs,50,45,154815
E01011729,jobs,50,60,299240
E01011730,jobs,50,30,7765
E01011730,jobs,50,45,44415
E01011730,jobs,50,60,273520
E01011731,jobs,50,30,1325
E01011731,jobs,50,45,24325
E01011731,jobs,50,60,184670
E01011732,jobs,50,30,52250
E01011732,jobs,50,45,164315
E01011732,jobs,50,60,321560
E01011733,jobs,50,30,18075
E01011733,jobs,50,45,143640
E01011733,jobs,50,60,317285
E01011734,jobs,50,30,3000
E01011734,jobs,50,45,7975
E01011734,jobs,50,60,101305
E01011735,jobs,50,30,2000
E01011735,jobs,50,45,21225
E01011735,jobs,50,60,170565
E01011736,jobs,50,30,25925
E01011736,jobs,50,45,161490
E01011736,jobs,50,60,361625
E01011737,jobs,50,30,21000
E01011737,jobs,50,45,146515
E01011737,jobs,50,60,345015
E01011738,jobs,50,30,1300
E01011738,jobs,50,45,21100
E01011738,jobs,50,60,137095
E01011739,jobs,50,30,12240
E01011739,jobs,50,45,76040
E01011739,jobs,50,60,256945
E01032487,jobs,50,30,3675
E01032487,jobs,50,45,20075
E01032487,jobs,50,60,127865
E01032488,jobs,50,30,14950
E01032488,jobs,50,45,65800
E01032488,jobs,50,60,225890
E01032489,jobs,50,30,10550
E01032489,jobs,50,45,36625
E01032489,jobs,50,60,118965
E01032490,jobs,50,30,12225
E01032490,jobs,50,45,52015
E01032490,jobs,50,60,199565
E01032491,jobs,50,30,9550
E01032491,jobs,50,45,33900
E01032491,jobs,50,60,109500
E01032492,jobs,50,30,14775
E01032492,jobs,50,45,39975
E01032492,jobs,50,60,146455
E01032493,jobs,50,30,8600
E01032493,jobs,50,45,154345
E01032493,jobs,50,60,308395
E01032494,jobs,50,30,4625
E01032494,jobs,50,45,59890
E01032494,jobs,50,60,220245
E01032496,jobs,50,30,14125
E01032496,jobs,50,45,122150
E01032496,jobs,50,60,267210
E01032497,jobs,50,30,300
E01032497,jobs,50,45,4400
E01032497,jobs,50,60,106460
E01032498,jobs,50,30,4150
E01032498,jobs,50,45,49240
E01032498,jobs,50,60,186700
E01032499,jobs,50,30,15065
E01032499,jobs,50,45,159605
E01032499,jobs,50,60,363405
E01032500,jobs,50,30,43565
E01032500,jobs,50,45,223270
E01032500,jobs,50,60,351250
E01032501,jobs,50,30,7925
E01032501,jobs,50,45,18725
E01032501,jobs,50,60,138945
E01032502,jobs,50,30,7825
E01032502,jobs,50,45,21575
E01032502,jobs,50,60,140070
E01032503,jobs,50,30,5000
E01032503,jobs,50,45,5000
E01032503,jobs,50,60,5000
E01032504,jobs,50,30,300
E01032504,jobs,50,45,300
E01032504,jobs,50,60,4050
E01032606,jobs,50,30,9615
E01032606,jobs,50,45,151105
E01032606,jobs,50,60,335825
E01032607,jobs,50,30,16490
E01032607,jobs,50,45,159365
E01032607,jobs,50,60,330840
E01032608,jobs,50,30,44365
E01032608,jobs,50,45,223895
E01032608,jobs,50,60,351400
E01032876,jobs,50,30,600
E01032876,jobs,50,45,8115
E01032876,jobs,50,60,80765
E01032946,jobs,50,30,77470
E01032946,jobs,50,45,264395
E01032946,jobs,50,60,365635
E01033002,jobs,50,30,172950
E01033002,jobs,50,45,298175
E01033002,jobs,50,60,385110
E01033003,jobs,50,30,162525
E01033003,jobs,50,45,308960
E01033003,jobs,50,60,384110
E01033008,jobs,50,30,215480
E01033008,jobs,50,45,337720
E01033008,jobs,50,60,434290
E01033010,jobs,50,30,254255
E01033010,jobs,50,45,349890
E01033010,jobs,50,60,445665
E01033011,jobs,50,30,246230
E01033011,jobs,50,45,365150
E01033011,jobs,50,60,462410
E01033013,jobs,50,30,94290
E01033013,jobs,50,45,248280
E01033013,jobs,50,60,368310
E01033015,jobs,50,30,186025
E01033015,jobs,50,45,328170
E01033015,jobs,50,60,417965
E01033016,jobs,50,30,227550
E01033016,jobs,50,45,333900
E01033016,jobs,50,60,418735
E01033021,jobs,50,30,132975
E01033021,jobs,50,45,284230
E01033021,jobs,50,60,393020
E01033031,jobs,50,30,109525
E01033031,jobs,50,45,281145
E01033031,jobs,50,60,364710
E01033033,jobs,50,30,210875
E01033033,jobs,50,45,341900
E01033033,jobs,50,60,416795
E01033034,jobs,50,30,133525
E01033034,jobs,50,45,289555
E01033034,jobs,50,60,398835
E01033035,jobs,50,30,144345
E01033035,jobs,50,45,310785
E01033035,jobs,50,60,394160
E01035040,jobs,50,30,33145
E01035040,jobs,50,45,174645
E01035040,jobs,50,60,317345
E01035041,jobs,50,30,33145
E01035041,jobs,50,45,174645
E01035041,jobs,50,60,317345
E01035042,jobs,50,30,133695
E01035042,jobs,50,45,277095
E01035042,jobs,50,60,368635
E01035043,jobs,50,30,181245
E01035043,jobs,50,45,305770
E01035043,jobs,50,60,389285
E01035044,jobs,50,30,113270
E01035044,jobs,50,45,281670
E01035044,jobs,50,60,372460
E01035045,jobs,50,30,132655
E01035045,jobs,50,45,263760
E01035045,jobs,50,60,380085
E01035046,jobs,50,30,171300
E01035046,jobs,50,45,312380
E01035046,jobs,50,60,395060
E01035047,jobs,50,30,152650
E01035047,jobs,50,45,299110
E01035047,jobs,50,60,387410
E01035048,jobs,50,30,14085
E01035048,jobs,50,45,107325
E01035048,jobs,50,60,295190
E01035049,jobs,50,30,7000
E01035049,jobs,50,45,85300
E01035049,jobs,50,60,209915
E01035050,jobs,50,30,4450
E01035050,jobs,50,45,51490
E01035050,jobs,50,60,228700
E01035051,jobs,50,30,1925
E01035051,jobs,50,45,21325
E01035051,jobs,50,60,157610
E01035052,jobs,50,30,2050
E01035052,jobs,50,45,21975
E01035052,jobs,50,60,158260
E01035053,jobs,50,30,1575
E01035053,jobs,50,45,9175
E01035053,jobs,50,60,143310
E01035054,jobs,50,30,108225
E01035054,jobs,50,45,273920
E01035054,jobs,50,60,376635
