point_id,lat,lon,snap_lat,snap_lon,distance,found
E01011453,53.831160129571,-1.62965583567363,53.8314035,-1.6292968,35.8611226284662,TRUE
E01011454,53.8305154441236,-1.64358610610225,53.8309458,-1.6434204,49.046050433163,TRUE
E01011455,53.8491635767698,-1.65315876546936,53.8490297,-1.6531573,14.8784328906657,TRUE
E01011456,53.849995606562,-1.63840605108807,53.8493746,-1.6382817,69.4941172170675,TRUE
E01011457,53.8439812072638,-1.6877117556552,53.8444617,-1.6879252,55.2020223464425,TRUE
E01011458,53.8405602727373,-1.66435435024479,53.8404269,-1.6647915,32.2703240616275,TRUE
E01011459,53.845006400382,-1.63426861179613,53.8450012,-1.6339444,21.2648985670789,TRUE
E01011460,53.84188733561,-1.62533664274738,53.8417717,-1.6253462,12.8661991311531,TRUE
E01011461,53.8410329761901,-1.65666924309752,53.8407813,-1.6561734,42.8883164959183,TRUE
E01011462,53.8365711839183,-1.63488527907966,53.8366477,-1.6349035,8.58700203125404,TRUE
E01011463,53.8380715465787,-1.62732391192311,53.8378958,-1.6273786,19.8577545761212,TRUE
E01011464,53.8363465867692,-1.61977933267273,53.8363294,-1.6198267,3.64653773246107,TRUE
E01011465,53.834583778737,-1.64296698449502,53.8347134,-1.6431046,16.9988496472263,TRUE
E01011466,53.7534338519017,-1.52762210222747,53.7534148,-1.5275556,4.85570108485389,TRUE
E01011467,53.781697613249,-1.53088936517701,53.7816155,-1.5308728,9.19008900592765,TRUE
E01011468,53.7745768262731,-1.5192857352169,53.7750112,-1.5178052,108.558027530506,TRUE
E01011469,53.7631548019073,-1.5135218025004,53.7630915,-1.513066,30.7585472784857,TRUE
E01011470,53.7666253001396,-1.50697336757445,53.7665913,-1.5061456,54.505537435784,TRUE
E01011471,53.7701633594233,-1.53445887969658,53.7699156,-1.5344614,27.5347375436112,TRUE
E01011472,53.7690219489677,-1.52694965369507,53.7689984,-1.5269677,2.87299699844567,TRUE
E01011473,53.7644539766538,-1.53441004668251,53.7645323,-1.5344061,8.70816618066665,TRUE
E01011474,53.7639045458384,-1.52406593277841,53.7638455,-1.523834,16.5891741431597,TRUE
E01011475,53.7582409312286,-1.52892614917092,53.7582349,-1.52874,12.2485600783511,TRUE
E01011476,53.756325294969,-1.5233385702435,53.7564691,-1.5239494,43.1988630171183,TRUE
E01011477,53.8152438511827,-1.59651933791257,53.8152241,-1.5965197,2.1951361062074,TRUE
E01011478,53.811353361091,-1.58463894465435,53.8112561,-1.5845209,13.297781369971,TRUE
E01011479,53.8126818196347,-1.58222186593913,53.8127915,-1.5818652,26.3869544373426,TRUE
E01011480,53.8133639091527,-1.59214500963927,53.8134769,-1.5922165,13.4045614745107,TRUE
E01011481,53.8082630596733,-1.57707608488721,53.808219,-1.5770786,4.89926315379712,TRUE
E01011482,53.8069815293172,-1.58520526410579,53.8070733,-1.5853018,12.006187090659,TRUE
E01011483,53.8052405412704,-1.57917941678892,53.8053364,-1.5791692,10.6741448730374,TRUE
E01011484,53.8305507080603,-1.61019143111222,53.8301263,-1.6090302,89.5847576753963,TRUE
E01011485,53.8265290881414,-1.6062920384736,53.8262632,-1.6064015,30.4087670450778,TRUE
E01011488,53.8197957200403,-1.60481275825234,53.8198639,-1.6048113,7.57764517496948,TRUE
E01011489,53.8204325434746,-1.59610267339922,53.8204214,-1.5960477,3.81316511816285,TRUE
E01011491,53.7456596575592,-1.55368945784251,53.7456064,-1.5536941,5.92652843819058,TRUE
E01011492,53.7434363536686,-1.53853366704474,53.7433223,-1.5386652,15.3425338383299,TRUE
E01011493,53.7509371504587,-1.56554721504483,53.7508148,-1.5641497,92.8355369863708,TRUE
E01011494,53.7454293727791,-1.54504344132985,53.7453854,-1.5453471,20.5464149491349,TRUE
E01011496,53.7511999003608,-1.50939431851987,53.7499179,-1.5105578,161.690860735813,TRUE
E01011497,53.7429109857777,-1.550254981362,53.7428741,-1.5501345,8.9167644842195,TRUE
E01011500,53.7292556322158,-1.49668270080198,53.7292842,-1.4968691,12.6596395503659,TRUE
E01011502,53.7498535185075,-1.51959611877452,53.7498045,-1.5196049,5.47804997552231,TRUE
E01011504,53.8340052253181,-1.52916752099271,53.8338975,-1.5289946,16.4904288430001,TRUE
E01011505,53.837356089406,-1.55225529761671,53.8374891,-1.5522073,15.1132558720173,TRUE
E01011506,53.8371789542725,-1.54581275735491,53.8372823,-1.5456714,14.7593424751641,TRUE
E01011507,53.8319061650721,-1.5487060712446,53.8318706,-1.5487025,3.95938596962233,TRUE
E01011508,53.8448586862787,-1.51996178774869,53.8446526,-1.5199585,22.9039941254144,TRUE
E01011509,53.846514768954,-1.52865707625013,53.8464716,-1.528656,4.79801284503787,TRUE
E01011510,53.8450452597228,-1.54376257293718,53.8450658,-1.5437659,2.29310120072187,TRUE
E01011511,53.842414522426,-1.52663230719263,53.8424178,-1.5266464,0.993254995512589,TRUE
E01011512,53.843852621954,-1.53209297089154,53.843818,-1.5321823,7.00781064513369,TRUE
E01011513,53.8373699185938,-1.56694653096916,53.8373706,-1.56696,0.886502339714959,TRUE
E01011514,53.8423163915311,-1.54035605527525,53.8423224,-1.5403574,0.673535312798705,TRUE
E01011515,53.8372637347387,-1.54063283971844,53.8372826,-1.5406286,2.11490727916221,TRUE
E01011516,53.8368864128167,-1.53461674925305,53.8369422,-1.5346442,6.45585409570775,TRUE
E01011517,53.837434685961,-1.52047259304225,53.8372298,-1.520453,22.8058075101644,TRUE
E01011518,53.7632254239129,-1.58579434758188,53.7632934,-1.5857797,7.61542131213533,TRUE
E01011519,53.7627472876726,-1.62811298940917,53.7630628,-1.6292311,81.3929132386841,TRUE
E01011520,53.7615271670276,-1.63936490130758,53.7617514,-1.6389514,36.8638501913767,TRUE
E01011521,53.7596524786572,-1.66148218988106,53.7591765,-1.6608932,65.5399149725346,TRUE
E01011522,53.7573926331166,-1.61862400055856,53.7573188,-1.6186098,8.25816870380834,TRUE
E01011523,53.7522069173848,-1.64076988093629,53.7514994,-1.6405768,79.6455662064333,TRUE
E01011524,53.7594881888466,-1.59032346817437,53.7589997,-1.5910145,70.7693747369333,TRUE
E01011525,53.750954800413,-1.60313344909648,53.7509738,-1.6031343,2.11222070764006,TRUE
E01011526,53.7580382423233,-1.59825846823742,53.7582296,-1.5984122,23.5428653102634,TRUE
E01011527,53.7516641054327,-1.66598265838715,53.7516857,-1.6657895,12.9175883100527,TRUE
E01011528,53.7556682694337,-1.60598972910464,53.7556932,-1.6058573,9.1317220341803,TRUE
E01011529,53.7510660576521,-1.65076981900772,53.7510626,-1.6507253,2.95057617434265,TRUE
E01011530,53.7393144127584,-1.62852759455366,53.7395422,-1.6301756,111.242891042886,TRUE
E01011531,53.7555220644484,-1.58512449805752,53.755322,-1.5859241,57.0491747800192,TRUE
E01011532,53.7519030950608,-1.6103729547407,53.7516075,-1.61043,33.0635339044282,TRUE
E01011533,53.7493023385341,-1.60041995231481,53.7490528,-1.6002053,31.1133243946657,TRUE
E01011534,53.7338671460498,-1.62183385555543,53.7337827,-1.6251688,219.437666430425,TRUE
E01011535,53.7199804140528,-1.57451700686652,53.7199242,-1.5732698,82.2551356640847,TRUE
E01011536,53.7117883134336,-1.56154991561361,53.7112707,-1.5609199,70.895491194935,TRUE
E01011537,53.7196938122688,-1.54219261947486,53.7196531,-1.5428204,41.5309301457104,TRUE
E01011538,53.7341009451591,-1.55880058644233,53.7340339,-1.5588096,7.47445153317576,TRUE
E01011540,53.74372427723,-1.57460092862635,53.7435198,-1.5746079,22.7287800748082,TRUE
E01011541,53.7432479563669,-1.60073780839661,53.7432714,-1.6005441,12.9952422995959,TRUE
E01011545,53.7394427515623,-1.60719064480857,53.7395176,-1.6071975,8.33032445949959,TRUE
E01011546,53.7284707375979,-1.61713719291993,53.7290115,-1.6159485,98.5876707160764,TRUE
E01011547,53.7369709121777,-1.59534951626263,53.7371408,-1.5954933,21.1137570983084,TRUE
E01011548,53.7238253127716,-1.59574980815623,53.7251355,-1.5922957,269.786604593779,TRUE
E01011549,53.7281830589837,-1.57256701648066,53.7281442,-1.5725506,4.45135573910895,TRUE
E01011550,53.7305395367681,-1.58759573195984,53.7301079,-1.5884812,75.4321274853023,TRUE
E01011551,53.7263031885652,-1.52973517568816,53.7263814,-1.5298622,12.0542138041906,TRUE
E01011552,53.7251629487364,-1.56193704426258,53.7251669,-1.5619278,0.749858491218899,TRUE
