LSOA21CD,LSOA21NM,dft_business_raw,dft_overall_raw,ptal_inspired_raw,cumulative_30min_raw,cumulative_45min_raw,cumulative_60min_raw,dft_business_percentile,ptal_inspired_percentile,cumulative_45min_percentile,dft_overall_percentile,cumulative_30min_percentile,cumulative_60min_percentile,gap_dft_minus_ptal,gap_dft_minus_cumulative,gap_ptal_minus_cumulative,three_method_range
E01011373,Leeds 085C,74.7,82.29,55.2361396303902,55565,218240,350390,89.3223819301848,60.5749486652977,81.5195071868583,91.7864476386037,81.7248459958932,81.5195071868583,28.7474332648871,7.80287474332648,-20.9445585215606,28.7474332648871
E01011374,Leeds 085D,75.24,82.94,15.9479808350445,100115,280840,376435,92.7104722792608,6.16016427104723,94.4558521560575,94.6611909650924,89.7330595482546,92.1971252566735,86.5503080082136,-1.7453798767967,-88.2956878850103,88.2956878850103
E01011375,Leeds 086D,74.25,81.96,12.5941136208077,51315,198515,328845,86.3449691991787,3.49075975359343,78.8501026694045,89.9383983572895,80.4928131416838,77.6180698151951,82.8542094455852,7.49486652977413,-75.3593429158111,82.8542094455852
E01011376,Leeds 013A,63.13,60.29,36.2765229295003,1125,5950,18215,14.1683778234086,26.8993839835729,13.5523613963039,9.03490759753593,17.1457905544148,13.347022587269,-12.7310061601643,0.616016427104723,13.347022587269,13.347022587269
E01011377,Leeds 013B,65.26,66.61,40.7597535934292,3725,10475,80970,21.9712525667351,35.4209445585216,20.5338809034908,20.7392197125257,33.8809034907598,26.0780287474333,-13.4496919917864,1.43737166324435,14.8870636550308,14.8870636550308
E01011378,Leeds 013C,65.48,68.59,40.5886379192334,1000,6725,33565,22.7926078028747,34.9075975359343,14.476386036961,27.3100616016427,15.8110882956879,17.4537987679671,-12.1149897330596,8.31622176591376,20.4312114989733,20.4312114989733
E01011379,Leeds 017A,66.55,70.61,61.0540725530459,4425,19865,142715,26.3860369609856,68.1724845995893,30.8008213552361,34.0862422997947,36.1396303901437,37.3716632443532,-41.7864476386037,-4.41478439425051,37.3716632443532,41.7864476386037
E01011380,Leeds 016A,63.88,63.22,38.5010266940452,1125,9090,80765,17.4537987679671,30.8008213552361,17.5564681724846,12.3203285420945,17.1457905544148,25.6673511293635,-13.347022587269,-0.102669404517453,13.2443531827515,13.347022587269
E01011381,Leeds 016B,65.35,68.24,19.9863107460643,0,650,8625,22.17659137577,8.72689938398357,6.57084188911704,25.2566735112936,0.513347022587269,8.41889117043121,13.4496919917864,15.605749486653,2.15605749486653,15.605749486653
E01011382,Leeds 013D,67.25,66.37,62.3545516769336,5025,16550,131120,30.3901437371663,69.4045174537988,25.4620123203285,19.3018480492813,40.5544147843943,34.2915811088296,-39.0143737166325,4.92813141683778,43.9425051334702,43.9425051334702
E01011383,Leeds 019A,65.79,70.43,32.340862422998,4975,18015,144465,23.8193018480493,22.9979466119097,28.3367556468173,33.264887063655,39.4250513347023,38.1930184804928,0.821355236139631,-4.51745379876797,-5.3388090349076,5.3388090349076
E01011384,Leeds 017B,67.21,68.2,29.192334017796,225,5025,18875,30.1848049281314,18.4804928131417,12.9363449691992,24.8459958932238,5.54414784394251,13.5523613963039,11.7043121149897,17.2484599589322,5.54414784394251,17.2484599589322
E01011385,Leeds 016C,64.36,63.68,17.1115674195756,1125,9090,80765,18.4804928131417,6.77618069815195,17.5564681724846,12.9363449691992,17.1457905544148,25.6673511293635,11.7043121149897,0.924024640657084,-10.7802874743326,11.7043121149897
E01011386,Leeds 016D,65.87,68.48,32.7857631759069,8500,71295,217140,24.0246406570842,23.4086242299795,57.4948665297741,26.2833675564682,53.1827515400411,49.2813141683778,0.616016427104722,-33.4702258726899,-34.0862422997947,34.0862422997947
E01011388,Leeds 019B,66.86,68.48,25.9069130732375,3450,11900,124345,28.3367556468173,14.3737166324435,21.5605749486653,26.2833675564682,32.135523613963,33.0595482546201,13.9630390143737,6.77618069815195,-7.18685831622177,13.9630390143737
E01011390,Leeds 087A,61.05,60.27,60.7460643394935,1525,19050,117890,11.4989733059548,67.2484599589323,29.5687885010267,8.82956878850103,19.4045174537988,32.0328542094456,-55.7494866529774,-18.0698151950719,37.6796714579056,55.7494866529774
E01011391,Leeds 087B,61.51,59.93,47.3648186173854,775,2275,17655,12.3203285420945,47.3305954825462,9.65092402464066,8.41889117043121,13.5523613963039,12.9363449691992,-35.0102669404517,2.6694045174538,37.6796714579055,37.6796714579055
E01011392,Leeds 087C,55.91,58.21,37.9192334017796,975,4800,35090,6.77618069815195,29.9794661190965,12.1149897330596,7.18685831622177,15.4004106776181,18.2751540041068,-23.2032854209446,-5.3388090349076,17.864476386037,23.2032854209446
E01011393,Leeds 103C,61.68,58.1,22.621492128679,1525,21375,133390,12.7310061601643,11.4989733059548,33.3675564681725,6.98151950718686,19.4045174537988,35.0102669404517,1.23203285420945,-20.6365503080082,-21.8685831622177,21.8685831622177
E01011394,Leeds 103D,58.92,56.86,41.7180013689254,175,575,5775,9.24024640657084,36.7556468172485,6.16016427104723,6.16016427104723,3.18275154004107,6.98151950718686,-27.5154004106776,3.08008213552361,30.5954825462012,30.5954825462012
E01011395,Leeds 103E,59.9,55.12,39.4592744695414,1525,21375,133390,10.2669404517454,32.135523613963,33.3675564681725,4.72279260780288,19.4045174537988,35.0102669404517,-21.8685831622177,-23.1006160164271,-1.23203285420945,23.1006160164271
E01011396,Leeds 074A,69.87,76.08,82.1013004791239,23135,37695,125965,53.388090349076,91.9917864476386,46.611909650924,63.6550308008214,75.564681724846,33.264887063655,-38.6036960985626,6.77618069815195,45.3798767967146,45.3798767967146
E01011397,Leeds 077A,69.93,71.02,44.8665297741273,2610,23435,34785,54.0041067761807,42.9158110882957,36.7556468172485,37.1663244353183,28.0287474332649,17.864476386037,11.088295687885,17.2484599589322,6.16016427104723,17.2484599589322
E01011398,Leeds 077B,67.06,64.44,44.0451745379877,2610,21410,31035,29.3634496919918,41.170431211499,33.7782340862423,14.7843942505133,28.0287474332649,16.8377823408624,-11.8069815195072,-4.41478439425051,7.39219712525667,11.8069815195072
E01011399,Leeds 074B,67.47,71.81,43.1211498973306,4375,24535,41745,32.5462012320329,40.041067761807,38.1930184804928,40.2464065708419,35.9342915811088,18.8911704312115,-7.49486652977412,-5.64681724845995,1.84804928131417,7.49486652977412
E01011400,Leeds 074C,71.43,75.59,63.3812457221082,4610,23435,34785,66.5297741273101,71.2525667351129,36.7556468172485,60.6776180698152,36.7556468172485,17.864476386037,-4.72279260780287,29.7741273100616,34.4969199178645,34.4969199178645
E01011401,Leeds 077C,66.59,67.66,45.8247775496236,2560,23435,34785,26.694045174538,44.35318275154,36.7556468172485,22.7926078028747,27.3100616016427,17.864476386037,-17.6591375770021,-10.0616016427105,7.59753593429158,17.6591375770021
E01011402,Leeds 087D,66.73,68.39,53.62765229295,175,175,6875,27.4127310061602,56.2628336755647,1.95071868583162,25.8726899383984,3.18275154004107,7.18685831622177,-28.8501026694045,25.4620123203285,54.3121149897331,54.3121149897331
E01011403,Leeds 074D,69.61,73.95,41.3073237508556,4760,24185,37620,51.129363449692,36.1396303901437,37.5770020533881,52.5667351129363,38.1930184804928,18.6858316221766,14.9897330595483,13.5523613963039,-1.43737166324436,14.9897330595483
E01011404,Leeds 077D,66.5,66.69,4.85968514715948,1310,21410,30985,25.8726899383984,0.410677618069815,33.7782340862423,21.1498973305955,18.2751540041068,16.6324435318275,25.4620123203285,-7.90554414784394,-33.3675564681725,33.3675564681725
E01011405,Leeds 077E,65.53,68.02,47.2279260780288,2510,24735,42760,23.4086242299795,46.8172484599589,38.5010266940452,24.0246406570842,26.8993839835729,19.1991786447639,-23.4086242299795,-15.0924024640657,8.31622176591376,23.4086242299795
E01011406,Leeds 057A,71.26,78.74,49.8973305954826,25025,50545,223515,64.8870636550308,51.0266940451745,51.3347022587269,76.1806981519507,76.7967145790555,51.3347022587269,13.8603696098563,13.5523613963039,-0.308008213552363,13.8603696098563
E01011407,Leeds 057B,69.64,75.76,70.4996577686516,6750,34055,182365,51.3347022587269,80.2874743326489,43.9425051334702,61.3963039014374,46.4065708418891,44.558521560575,-28.952772073922,7.39219712525667,36.3449691991786,36.3449691991786
E01011408,Leeds 057C,72.52,79.03,87.2689938398357,28560,138315,281375,73.7166324435318,97.3305954825462,71.047227926078,77.82340862423,77.4127310061602,64.8870636550308,-23.6139630390144,2.6694045174538,26.2833675564682,26.2833675564682
E01011409,Leeds 057D,72.59,80.55,80.6981519507187,27850,138090,293350,74.7433264887064,90.7597535934292,70.8418891170431,85.6262833675565,77.2073921971253,69.1991786447639,-16.0164271047228,3.90143737166324,19.917864476386,19.917864476386
E01011410,Leeds 057E,69.52,71.78,38.3299110198494,500,500,500,49.7946611909651,30.5954825462012,5.44147843942505,40.041067761807,10.9856262833676,3.69609856262834,19.1991786447639,44.3531827515401,25.1540041067762,44.3531827515401
E01011411,Leeds 073A,67.71,70.85,75.1882272416153,23185,36520,180340,34.0862422997947,85.8316221765914,45.9958932238193,35.9342915811088,75.9753593429158,44.1478439425051,-51.7453798767967,-11.9096509240246,39.8357289527721,51.7453798767967
E01011412,Leeds 057F,70.87,75.66,55.0650239561944,17300,28235,93720,62.0123203285421,59.958932238193,40.8624229979466,60.9856262833676,71.047227926078,27.1047227926078,2.05338809034907,21.1498973305955,19.0965092402464,21.1498973305955
E01011413,Leeds 069A,71.7,77.71,42.0944558521561,4785,102870,263665,68.1724845995893,37.9876796714579,64.8870636550308,73.4086242299795,38.3983572895277,59.958932238193,30.1848049281314,3.28542094455852,-26.8993839835729,30.1848049281314
E01011414,Leeds 073B,70.99,76,42.9500342231348,18425,36370,179365,62.6283367556468,39.5277207392197,45.5852156057495,62.9363449691992,71.8685831622177,43.9425051334702,23.1006160164271,17.0431211498973,-6.05749486652978,23.1006160164271
E01011415,Leeds 069B,71.13,77.9,64.8870636550308,20035,181120,314205,64.0657084188912,72.8952772073922,78.0287474332649,73.9219712525667,73.5112936344969,74.3326488706366,-8.82956878850102,-13.9630390143737,-5.13347022587269,13.9630390143737
E01011416,Leeds 069C,71.22,77.16,64.476386036961,3000,44435,234515,64.6817248459959,72.3819301848049,49.2813141683778,70.4312114989733,29.6714579055442,54.4147843942505,-7.70020533880904,15.4004106776181,23.1006160164271,23.1006160164271
E01011417,Leeds 069D,70.81,77.71,59.7535934291581,7160,99810,267865,61.4989733059548,65.7084188911704,63.4496919917865,73.4086242299795,48.0492813141684,61.3963039014374,-4.2094455852156,-1.95071868583162,2.25872689938398,4.2094455852156
E01011418,Leeds 073C,68.25,71.98,68.9253935660507,19375,36020,180465,38.7063655030801,77.6180698151951,45.1745379876797,40.9650924024641,72.8952772073922,44.35318275154,-38.911704312115,-6.46817248459959,32.4435318275154,38.911704312115
E01011419,Leeds 073D,66.88,67.59,36.5503080082136,50,50,50,28.7474332648871,27.9260780287474,1.02669404517454,22.5872689938398,1.23203285420945,1.02669404517454,0.821355236139631,27.7207392197125,26.8993839835729,27.7207392197125
E01011420,Leeds 069E,67.14,66.45,12.7994524298426,2250,2250,2250,29.9794661190965,3.69609856262834,9.34291581108829,19.6098562628337,24.2299794661191,4.92813141683778,26.2833675564682,20.6365503080082,-5.64681724845996,26.2833675564682
E01011421,Leeds 040A,70.46,75.95,60.2669404517454,24145,156470,278265,58.6242299794661,66.3244353182752,74.3326488706366,62.6283367556468,76.1806981519507,63.9630390143737,-7.70020533880903,-15.7084188911704,-8.0082135523614,15.7084188911704
E01011422,Leeds 048A,73.79,82.88,79.6030116358659,111870,268345,365285,84.1889117043121,89.5277207392197,91.7864476386037,94.4558521560575,93.6344969199179,88.2956878850103,-5.3388090349076,-7.59753593429157,-2.25872689938397,7.59753593429157
E01011423,Leeds 047A,69.71,73.91,25.1882272416153,20220,87095,256230,51.5400410677618,14.0657084188912,62.217659137577,52.0533880903491,73.7166324435318,57.4948665297741,37.4743326488706,-10.6776180698152,-48.1519507186858,48.1519507186858
E01011424,Leeds 047B,71.08,76.68,43.6344969199179,23145,156295,290765,63.4496919917865,40.4517453798768,74.1273100616017,67.2484599589323,75.7700205338809,67.9671457905544,22.9979466119097,-10.6776180698152,-33.6755646817249,33.6755646817249
E01011425,Leeds 040B,69.3,72.69,31.6563997262149,6820,82020,227240,48.0492813141684,21.5605749486653,60.1642710472279,44.558521560575,46.611909650924,52.3613963039014,26.4887063655031,-12.1149897330596,-38.6036960985626,38.6036960985626
E01011426,Leeds 048B,73.55,82.46,9.10335386721424,81120,255820,341620,82.1355236139631,2.6694045174538,87.8850102669405,93.2238193018481,88.2956878850103,79.8767967145791,79.4661190965093,-5.74948665297741,-85.2156057494867,85.2156057494867
E01011427,Leeds 047C,72.42,80.54,49.0075290896646,22570,156545,292140,72.8952772073922,49.4866529774127,74.5379876796715,85.4209445585216,74.9486652977413,68.7885010266941,23.4086242299795,-1.64271047227926,-25.0513347022587,25.0513347022587
E01011428,Leeds 048C,74.25,84.14,86.208076659822,110395,260045,361510,86.3449691991787,96.5092402464066,89.1170431211499,97.5359342915811,93.2238193018481,85.8316221765914,-10.1642710472279,-2.77207392197124,7.39219712525669,10.1642710472279
E01011429,Leeds 048D,74.38,83.69,76.249144421629,110270,259245,363335,87.8850102669405,86.8583162217659,88.7063655030801,96.9199178644764,93.0184804928131,86.8583162217659,1.02669404517454,-0.821355236139624,-1.84804928131416,1.84804928131416
E01011430,Leeds 053A,73.24,82.54,29.7056810403833,32170,175720,306990,80.082135523614,18.8911704312115,76.5913757700205,93.4291581108829,77.82340862423,72.8952772073922,61.1909650924025,3.49075975359342,-57.700205338809,61.1909650924025
E01011431,Leeds 047D,71.15,77.55,62.6283367556468,17745,86270,257255,64.2710472279261,69.8151950718686,62.0123203285421,72.6899383983573,71.2525667351129,58.1108829568789,-5.54414784394251,2.25872689938398,7.80287474332649,7.80287474332649
E01011432,Leeds 053B,73.37,83.35,50.2395619438741,33200,214670,321755,81.4168377823409,51.5400410677618,80.6981519507187,95.2772073921971,78.6447638603696,76.3860369609856,29.8767967145791,0.718685831622182,-29.1581108829569,29.8767967145791
E01011433,Leeds 053C,73.86,83.72,88.0561259411362,72250,248470,351310,84.8049281314169,97.5359342915811,86.0369609856263,97.1252566735113,85.6262833675565,82.2381930184805,-12.7310061601643,-1.23203285420944,11.4989733059548,12.7310061601643
E01011434,Leeds 053D,74.36,84.21,66.2559890485969,78870,256450,356320,87.6796714579056,73.9219712525667,88.0903490759754,97.741273100616,88.0903490759754,83.9835728952772,13.7577002053388,-0.410677618069812,-14.1683778234086,14.1683778234086
E01011435,Leeds 044A,73.07,81.04,52.1218343600274,64945,236210,337170,78.4394250513347,53.7987679671458,83.5728952772074,86.9609856262834,83.9835728952772,79.2607802874743,24.6406570841889,-5.13347022587269,-29.7741273100616,29.7741273100616
E01011440,Leeds 044D,73.58,82.17,83.3333333333333,117345,263820,371635,82.5462012320329,93.7371663244353,90.7597535934292,90.6570841889117,94.8665297741273,90.9650924024641,-11.1909650924025,-8.2135523613963,2.97741273100617,11.1909650924025
E01011441,Leeds 044E,74.28,79.96,55.886379192334,65470,230735,340470,86.8583162217659,61.6016427104723,83.1622176591376,82.3408624229979,84.1889117043121,79.6714579055442,25.2566735112936,3.69609856262834,-21.5605749486653,25.2566735112936
E01011442,Leeds 110A,73.87,80.13,80.5954825462012,114420,267610,372950,85.0102669404518,90.5544147843943,91.5811088295688,83.3675564681725,94.2505133470226,91.7864476386037,-5.54414784394251,-6.57084188911705,-1.02669404517454,6.57084188911705
E01011443,Leeds 110B,74.46,81.71,72.9637234770705,106695,276970,368635,88.0903490759754,82.3408624229979,93.2238193018481,89.3223819301848,91.9917864476386,89.8357289527721,5.74948665297741,-5.1334702258727,-10.8829568788501,10.8829568788501
E01011444,Leeds 110C,74.33,81.39,40.7597535934292,105145,247520,362550,87.2689938398357,35.4209445585216,85.6262833675565,87.8850102669405,90.9650924024641,86.652977412731,51.8480492813142,1.64271047227926,-50.2053388090349,51.8480492813142
E01011445,Leeds 054A,74.35,81.06,54.8596851471595,103995,253460,352175,87.4743326488706,59.5482546201232,87.6796714579056,87.2689938398357,90.5544147843943,82.7515400410678,27.9260780287474,-0.205338809034899,-28.1314168377823,28.1314168377823
E01011446,Leeds 054B,75.17,81.73,44.6269678302533,106470,248885,347290,92.4024640657084,42.0944558521561,86.4476386036961,89.5277207392197,91.7864476386037,80.9034907597536,50.3080082135524,5.95482546201232,-44.35318275154,50.3080082135524
E01011447,Leeds 054C,74.99,81.57,45.482546201232,107770,259335,377580,91.4784394250513,43.9425051334702,88.911704312115,88.8090349075976,92.4024640657084,92.8131416837782,47.5359342915811,2.56673511293634,-44.9691991786448,47.5359342915811
E01011448,Leeds 054D,74.77,81.55,49.8973305954826,114995,258635,353835,89.9383983572895,51.0266940451745,88.5010266940452,88.5010266940452,94.4558521560575,83.3675564681725,38.911704312115,1.43737166324435,-37.4743326488706,38.911704312115
E01011449,Leeds 054E,74.98,81.49,18.0013689253936,105795,250960,357930,91.170431211499,7.39219712525667,87.2689938398357,88.2956878850103,91.5811088295688,84.8049281314169,83.7782340862423,3.90143737166325,-79.8767967145791,83.7782340862423
E01011450,Leeds 038D,70.43,74.08,46.3039014373717,11645,140215,312315,58.1108829568789,45.0718685831622,71.2525667351129,53.388090349076,61.3963039014374,73.9219712525667,13.0390143737166,-13.1416837782341,-26.1806981519507,26.1806981519507
E01011451,Leeds 110D,71.97,79.08,10.2669404517454,67720,230895,346150,70.2258726899384,2.87474332648871,83.3675564681725,78.0287474332649,84.5995893223819,80.6981519507187,67.3511293634497,-13.1416837782341,-80.4928131416838,80.4928131416838
E01011452,Leeds 027A,67.78,69.99,45.5852156057495,4675,23575,172420,34.8049281314168,44.1478439425051,37.1663244353183,31.5195071868583,37.6796714579055,42.7104722792608,-9.3429158110883,-2.36139630390144,6.98151950718686,9.3429158110883
E01011453,Leeds 028A,69.56,70.79,65.4688569472964,2250,16975,183670,50.4106776180698,73.305954825462,26.2833675564682,35.1129363449692,24.2299794661191,44.7638603696099,-22.8952772073922,24.1273100616016,47.0225872689938,47.0225872689938
E01011454,Leeds 027B,68.88,73.67,53.2854209445585,6925,25350,184370,44.2505133470226,55.4414784394251,39.0143737166324,50.4106776180698,46.8172484599589,44.9691991786448,-11.1909650924025,5.23613963039015,16.4271047227926,16.4271047227926
E01011455,Leeds 021A,66.39,68.18,34.3600273785079,4050,20500,48865,25.2566735112936,24.8459958932238,31.8275154004107,24.6406570841889,35.1129363449692,20.9445585215606,0.410677618069816,-6.57084188911705,-6.98151950718686,6.98151950718686
E01011456,Leeds 021B,68.54,71.62,13.6892539356605,3750,12575,80540,41.0677618069815,4.41478439425051,21.9712525667351,39.0143737166324,34.394250513347,25.2566735112936,36.652977412731,19.0965092402464,-17.5564681724846,36.652977412731
E01011457,Leeds 027C,63.42,61.07,38.0561259411362,2000,2000,9325,15.2977412731006,30.1848049281314,8.82956878850103,9.75359342915811,21.9712525667351,8.62422997946612,-14.8870636550308,6.46817248459959,21.3552361396304,21.3552361396304
E01011458,Leeds 027D,64.42,63.09,42.8815879534565,6600,26300,186720,18.8911704312115,39.2197125256674,39.6303901437372,12.0123203285421,45.7905544147844,45.9958932238193,-20.3285420944559,-20.7392197125257,-0.410677618069812,20.7392197125257
E01011459,Leeds 021C,69.93,76.33,69.2676249144422,8300,31450,154610,54.0041067761807,78.2340862422998,42.299794661191,65.605749486653,52.3613963039014,39.6303901437372,-24.2299794661191,11.7043121149897,35.9342915811088,35.9342915811088
E01011460,Leeds 028B,69.2,74.68,62.1834360027379,7200,18850,143085,46.611909650924,69.1991786447639,29.1581108829569,56.8788501026694,48.4599589322382,37.5770020533881,-22.5872689938398,17.4537987679671,40.041067761807,40.041067761807
E01011461,Leeds 021D,66.84,70.82,4.72279260780288,4675,23175,173670,28.1314168377823,0.205338809034908,36.1396303901437,35.7289527720739,37.6796714579055,42.9158110882957,27.9260780287474,-8.0082135523614,-35.9342915811088,35.9342915811088
E01011462,Leeds 028C,68.49,74.82,33.5728952772074,5250,19200,184860,40.4517453798768,24.2299794661191,29.7741273100616,57.905544147844,40.9650924024641,45.3798767967146,16.2217659137577,10.6776180698152,-5.5441478439425,16.2217659137577
E01011463,Leeds 028D,68.62,73.53,31.3141683778234,5900,17225,155470,41.8891170431211,20.9445585215606,26.694045174538,49.2813141683778,42.0944558521561,39.8357289527721,20.9445585215606,15.1950718685832,-5.74948665297741,20.9445585215606
E01011464,Leeds 028E,68.85,72.07,66.3244353182752,7825,58990,206285,43.3264887063655,74.1273100616017,52.9774127310062,41.3757700205339,50.8213552361396,48.2546201232033,-30.8008213552361,-9.65092402464066,21.1498973305955,30.8008213552361
E01011465,Leeds 027E,69.72,76.18,54.8596851471595,8275,26325,189510,51.7453798767967,59.5482546201232,39.8357289527721,64.476386036961,52.1560574948665,46.4065708418891,-7.80287474332649,11.9096509240246,19.7125256673511,19.7125256673511
E01011466,Leeds 094A,70.03,75.44,69.7467488021903,4985,69575,266800,55.7494866529774,78.8501026694045,56.4681724845996,59.7535934291581,39.6303901437372,60.7802874743327,-23.1006160164271,-0.718685831622182,22.3819301848049,23.1006160164271
E01011467,Leeds 112A,74.97,81.59,84.3600273785079,111500,271865,391985,90.9650924024641,94.4558521560575,92.4024640657084,89.1170431211499,93.4291581108829,95.8932238193019,-3.49075975359342,-1.43737166324435,2.05338809034907,3.49075975359342
E01011468,Leeds 112B,73.83,79.61,72.0396988364134,53200,201050,368850,84.5995893223819,81.5195071868583,79.0554414784394,80.2874743326489,81.1088295687885,90.1437371663244,3.08008213552361,5.54414784394251,2.4640657084189,5.54414784394251
E01011469,Leeds 094B,69.56,69.56,46.5434633812457,10575,110600,280585,50.4106776180698,45.3798767967146,65.7084188911704,29.1581108829569,59.3429158110883,64.2710472279261,5.03080082135524,-15.2977412731006,-20.3285420944558,20.3285420944558
E01011470,Leeds 112C,72.53,76.24,49.8631074606434,15200,61900,225760,73.9219712525667,50.7186858316222,53.7987679671458,64.6817248459959,68.993839835729,51.9507186858316,23.2032854209446,20.1232032854209,-3.08008213552362,23.2032854209446
E01011471,Leeds 092A,72.12,77.25,85.6947296372348,38025,121085,291325,71.3552361396304,95.5852156057495,67.9671457905544,71.5605749486653,78.8501026694045,68.1724845995893,-24.2299794661191,3.38809034907598,27.6180698151951,27.6180698151951
E01011472,Leeds 092B,72.1,76.81,57.5975359342916,33025,120785,286800,70.9445585215606,63.2443531827515,67.7618069815195,68.1724845995893,78.0287474332649,66.9404517453799,7.70020533880904,3.18275154004107,-4.51745379876797,7.70020533880904
E01011473,Leeds 092C,71.01,74.45,53.8672142368241,6325,68385,260750,63.0390143737166,57.2895277207392,55.4414784394251,55.8521560574949,44.2505133470226,59.1375770020534,5.74948665297741,7.59753593429158,1.84804928131417,7.59753593429158
E01011474,Leeds 092D,71.45,74.14,66.6666666666667,13385,176960,303655,66.9404517453799,74.7433264887064,77.2073921971253,53.7987679671458,64.8870636550308,71.8685831622177,-7.80287474332648,-10.2669404517454,-2.4640657084189,10.2669404517454
E01011475,Leeds 094C,70.06,73.54,70.7392197125257,7360,69485,275900,56.4681724845996,80.4928131416838,55.9548254620123,49.6919917864476,48.9733059548255,62.8336755646817,-24.0246406570842,0.513347022587269,24.5379876796715,24.5379876796715
E01011476,Leeds 094D,69.86,73.47,54.5859000684463,7360,69485,271025,53.1827515400411,58.9322381930185,55.9548254620123,48.7679671457906,48.9733059548255,62.0123203285421,-5.74948665297741,-2.77207392197126,2.97741273100615,5.74948665297741
E01011477,Leeds 045A,74.29,79.18,83.3333333333333,50145,242660,358910,87.0636550308008,93.7371663244353,84.1889117043121,78.8501026694045,80.2874743326489,85.0102669404518,-6.67351129363451,2.8747433264887,9.5482546201232,9.5482546201232
E01011478,Leeds 056A,74.68,80.51,60.848733744011,88020,245110,372005,89.0143737166325,67.5564681724846,84.8049281314169,85.2156057494867,88.5010266940452,91.3757700205339,21.4579055441479,4.2094455852156,-17.2484599589322,21.4579055441479
E01011479,Leeds 056B,74.68,79.91,6.36550308008214,61795,196585,337460,89.0143737166325,1.02669404517454,78.4394250513347,81.7248459958932,83.3675564681725,79.4661190965093,87.9876796714579,10.5749486652977,-77.4127310061602,87.9876796714579
E01011480,Leeds 045B,73.89,78.16,53.7645448323067,48695,215210,356885,85.2156057494867,56.4681724845996,81.1088295687885,74.7433264887064,79.8767967145791,84.1889117043121,28.7474332648871,4.10677618069815,-24.6406570841889,28.7474332648871
E01011481,Leeds 056C,75.94,82.36,73.2032854209446,111945,263410,397305,95.482546201232,82.9568788501027,90.1437371663244,93.0184804928131,93.8398357289528,96.9199178644764,12.5256673511294,5.33880903490758,-7.18685831622177,12.5256673511294
E01011482,Leeds 056D,75,80.84,88.2956878850103,128980,290935,409925,91.7864476386037,97.741273100616,96.0985626283368,86.652977412731,95.0718685831622,97.9466119096509,-5.95482546201232,-4.31211498973306,1.64271047227926,5.95482546201232
E01011483,Leeds 056E,75.97,82.27,90.7939767282683,129830,293585,416115,95.7905544147844,98.3572895277207,96.3039014373717,91.5811088295688,95.2772073921971,98.5626283367557,-2.56673511293634,-0.513347022587269,2.05338809034907,2.56673511293634
E01011484,Leeds 033A,70.46,72.59,36.7214236824093,2325,32020,148590,58.6242299794661,28.5420944558522,42.7104722792608,43.5318275154004,25.1540041067762,38.6036960985626,30.082135523614,15.9137577002053,-14.1683778234086,30.082135523614
E01011485,Leeds 033B,71.5,73.34,70.1916495550993,12425,174345,305120,67.1457905544148,79.6714579055442,75.9753593429158,47.8439425051335,63.0390143737166,72.2792607802875,-12.5256673511294,-8.82956878850102,3.69609856262834,12.5256673511294
E01011488,Leeds 045C,73.64,78.05,55.8521560574949,48400,209260,353410,83.1622176591376,61.3963039014374,80.082135523614,74.3326488706366,79.6714579055442,83.1622176591376,21.7659137577002,3.08008213552363,-18.6858316221766,21.7659137577002
E01011489,Leeds 045D,73.25,77.16,64.5790554414785,21045,128695,283090,80.2874743326489,72.6899383983573,68.7885010266941,70.4312114989733,74.5379876796715,65.5030800821355,7.59753593429159,11.4989733059548,3.90143737166324,11.4989733059548
E01011491,Leeds 101A,69.54,72.66,44.0109514031485,11100,79315,270340,50.1026694045175,40.8624229979466,59.3429158110883,43.9425051334702,60.7802874743327,61.8069815195072,9.24024640657085,-9.24024640657084,-18.4804928131417,18.4804928131417
E01011492,Leeds 101B,68.03,72.66,78.0287474332649,4625,46565,169475,36.9609856262834,88.2956878850103,50.5133470225873,43.9425051334702,37.1663244353183,41.6837782340862,-51.3347022587269,-13.5523613963039,37.782340862423,51.3347022587269
E01011493,Leeds 101C,69.81,72.12,69.233401779603,7500,71240,247840,52.5667351129363,78.0287474332649,57.2895277207392,41.8891170431211,49.6919917864476,56.2628336755647,-25.4620123203285,-4.72279260780288,20.7392197125257,25.4620123203285
E01011494,Leeds 101D,68.23,73.33,70.1574264202601,9150,82715,257700,38.3983572895277,79.3634496919918,60.3696098562628,47.6386036960986,55.5441478439425,58.3162217659138,-40.9650924024641,-21.9712525667351,18.993839835729,40.9650924024641
E01011496,Leeds 100A,69.46,67.48,67.5564681724846,1100,17525,133810,48.9733059548255,75.9753593429158,27.5154004106776,22.17659137577,16.4271047227926,35.3182751540041,-27.0020533880903,21.4579055441478,48.4599589322382,48.4599589322382
E01011497,Leeds 101E,68.86,72.9,52.9774127310062,6475,65865,246225,43.6344969199179,54.8254620123203,55.0308008213552,45.482546201232,45.3798767967146,55.64681724846,-11.1909650924025,-11.3963039014374,-0.205338809034906,11.3963039014374
E01011500,Leeds 105D,68.14,66.19,45.1745379876797,3950,40925,153935,37.9876796714579,43.7371663244353,48.0492813141684,18.993839835729,34.9075975359343,39.4250513347023,-5.74948665297742,-10.0616016427105,-4.31211498973305,10.0616016427105
