LSOA21CD,LSOA21NM,dft_business_raw,dft_overall_raw,ptal_inspired_raw,cumulative_30min_raw,cumulative_45min_raw,cumulative_60min_raw,dft_business_percentile,ptal_inspired_percentile,cumulative_45min_percentile,dft_overall_percentile,cumulative_30min_percentile,cumulative_60min_percentile,gap_dft_minus_ptal,gap_dft_minus_cumulative,gap_ptal_minus_cumulative,three_method_range
E01011502,Leeds 099C,68.52,71.52,28.0287474332649,1600,38975,186810,40.6570841889117,16.8377823408624,47.0225872689938,38.6036960985626,20.6365503080082,46.2012320328542,23.8193018480493,-6.36550308008214,-30.1848049281314,30.1848049281314
E01011504,Leeds 032A,68.59,73.36,34.9075975359343,6150,84775,209890,41.4784394250513,25.4620123203285,60.9856262833676,48.2546201232033,43.7371663244353,48.6652977412731,16.0164271047228,-19.5071868583162,-35.523613963039,35.523613963039
E01011505,Leeds 025A,67.96,72.48,42.8473648186174,3125,70145,220745,36.3449691991786,38.911704312115,56.8788501026694,42.9158110882957,30.3901437371663,50.5133470225873,-2.56673511293635,-20.5338809034908,-17.9671457905544,20.5338809034908
E01011506,Leeds 025B,70.42,77.15,44.9349760438056,7770,133045,280670,57.905544147844,43.1211498973306,69.1991786447639,69.9178644763861,50.1026694045175,64.476386036961,14.7843942505133,-11.2936344969199,-26.0780287474333,26.0780287474333
E01011507,Leeds 025C,69.99,75.77,40.2121834360027,16670,180555,326785,55.1334702258727,33.5728952772074,77.82340862423,61.6016427104723,70.6365503080082,77.2073921971253,21.5605749486653,-22.6899383983573,-44.2505133470226,44.2505133470226
E01011508,Leeds 024A,67.4,73.07,44.0451745379877,12250,101700,230540,31.7248459958932,41.170431211499,64.0657084188912,46.9199178644764,62.6283367556468,53.6960985626283,-9.44558521560575,-32.340862422998,-22.8952772073922,32.340862422998
E01011509,Leeds 023A,67.88,72.9,46.8514715947981,10525,75145,212090,36.1396303901437,45.7905544147844,58.3162217659138,45.482546201232,58.9322381930185,49.0759753593429,-9.65092402464066,-22.17659137577,-12.5256673511294,22.17659137577
E01011510,Leeds 025D,69.02,75.39,56.8788501026694,5425,65520,221245,45.0718685831622,62.8336755646817,54.4147843942505,59.3429158110883,41.2731006160164,50.7186858316222,-17.7618069815195,-9.34291581108829,8.41889117043122,17.7618069815195
E01011511,Leeds 023B,69.45,76.02,54.7912388774812,11850,102600,230340,48.6652977412731,59.1375770020534,64.476386036961,63.2443531827515,61.6016427104723,53.388090349076,-10.4722792607803,-15.8110882956879,-5.3388090349076,15.8110882956879
E01011512,Leeds 023C,70.57,78.98,86.2765229295004,13545,147570,286120,59.4455852156058,96.7145790554415,72.0739219712526,77.6180698151951,65.5030800821355,66.5297741273101,-37.2689938398357,-12.6283367556468,24.6406570841889,37.2689938398357
E01011513,Leeds 031A,66.55,69.67,21.1498973305955,2425,5825,64470,26.3860369609856,10.0616016427105,13.347022587269,30.1848049281314,26.3860369609856,23.2032854209446,16.3244353182752,13.0390143737166,-3.28542094455852,16.3244353182752
E01011514,Leeds 025E,69.94,76.69,79.9794661190965,14145,149045,294420,54.4147843942505,89.9383983572895,72.4845995893224,67.5564681724846,66.735112936345,69.6098562628337,-35.523613963039,-18.0698151950719,17.4537987679671,35.523613963039
E01011515,Leeds 023D,71.37,79.31,83.1622176591376,13445,148720,291920,66.2217659137577,93.2238193018481,72.2792607802875,79.0554414784394,65.2977412731006,68.5831622176591,-27.0020533880903,-6.05749486652977,20.9445585215606,27.0020533880903
E01011516,Leeds 023E,70.64,76.99,66.4955509924709,12600,114925,277395,60.1642710472279,74.5379876796715,66.5297741273101,68.7885010266941,63.6550308008214,63.6550308008214,-14.3737166324435,-6.36550308008214,8.0082135523614,14.3737166324435
E01011517,Leeds 024B,68.38,73.91,31.45106091718,2550,16650,138895,39.6303901437372,21.1498973305955,25.7700205338809,52.0533880903491,27.1047227926078,36.5503080082136,18.4804928131417,13.8603696098563,-4.62012320328542,18.4804928131417
E01011518,Leeds 093A,72.56,69.6,69.9863107460644,52625,202015,349585,74.1273100616017,79.0554414784394,79.2607802874743,29.7741273100616,80.9034907597536,81.3141683778234,-4.92813141683777,-5.13347022587269,-0.205338809034913,5.13347022587269
E01011519,Leeds 095A,67.78,65.89,28.2340862422998,3300,21300,114180,34.8049281314168,17.6591375770021,32.8542094455852,18.6858316221766,31.4168377823409,31.4168377823409,17.1457905544148,1.95071868583162,-15.1950718685832,17.1457905544148
E01011520,Leeds 096A,67.56,65.67,53.5249828884326,225,4250,35580,33.0595482546201,55.9548254620123,11.088295687885,17.864476386037,5.54414784394251,18.4804928131417,-22.8952772073922,21.9712525667351,44.8665297741273,44.8665297741273
E01011521,Leeds 096B,67.28,65.55,48.9048596851472,3525,21250,134610,30.8008213552361,49.0759753593429,32.6488706365503,17.6591375770021,32.5462012320329,35.7289527720739,-18.2751540041068,-1.84804928131417,16.4271047227926,18.2751540041068
E01011522,Leeds 095B,69.84,70.16,54.4490075290897,3300,34200,262995,52.9774127310062,58.7268993839836,44.1478439425051,32.3408624229979,31.4168377823409,59.5482546201232,-5.74948665297741,8.82956878850103,14.5790554414784,14.5790554414784
E01011523,Leeds 096C,68.12,68.33,39.6303901437372,1975,17350,80225,37.782340862423,32.4435318275154,26.8993839835729,25.6673511293635,21.5605749486653,25.0513347022587,5.3388090349076,10.8829568788501,5.5441478439425,10.8829568788501
E01011524,Leeds 093B,71.56,69.86,57.6659822039699,18100,72375,282755,67.3511293634497,63.4496919917865,58.1108829568789,30.8008213552361,71.6632443531828,65.0924024640657,3.90143737166324,9.24024640657083,5.33880903490759,9.24024640657083
E01011525,Leeds 095C,70.67,76.58,72.0739219712526,19750,89175,309035,60.6776180698152,81.7248459958932,62.6283367556468,66.6324435318275,73.305954825462,73.305954825462,-21.047227926078,-1.95071868583162,19.0965092402464,21.047227926078
E01011526,Leeds 093C,69.39,66.19,39.8699520876112,9100,68475,266480,48.2546201232033,32.8542094455852,55.64681724846,18.993839835729,55.2361396303902,60.5749486652977,15.4004106776181,-7.39219712525667,-22.7926078028748,22.7926078028748
E01011527,Leeds 096D,64.9,64.4,16.9404517453799,3225,17500,123845,20.5338809034908,6.57084188911704,27.3100616016427,14.3737166324435,30.8008213552361,32.8542094455852,13.9630390143737,-6.77618069815195,-20.7392197125257,20.7392197125257
E01011528,Leeds 095D,69.07,69.57,30.6297056810404,12325,65525,261935,45.3798767967146,19.917864476386,54.6201232032854,29.4661190965092,62.8336755646817,59.3429158110883,25.4620123203285,-9.24024640657085,-34.7022587268994,34.7022587268994
E01011529,Leeds 096E,65.5,64.99,33.1279945242984,3225,16875,71240,23.2032854209446,23.6139630390144,26.0780287474333,16.4271047227926,30.8008213552361,23.6139630390144,-0.410677618069812,-2.87474332648871,-2.46406570841889,2.87474332648871
E01011530,Leeds 106A,67.51,73.11,41.8891170431212,3725,23050,72275,32.8542094455852,37.1663244353183,35.9342915811088,47.4332648870637,33.8809034907598,24.2299794661191,-4.31211498973306,-3.08008213552362,1.23203285420944,4.31211498973306
E01011531,Leeds 093D,70.81,70.74,55.3730321697468,10500,61275,185730,61.4989733059548,60.7802874743327,53.5934291581109,34.7022587268994,58.7268993839836,45.5852156057495,0.718685831622182,7.90554414784395,7.18685831622177,7.90554414784395
E01011532,Leeds 095E,69.95,74.18,41.854893908282,18675,84525,289185,54.6201232032854,36.9609856262834,60.7802874743327,54.2094455852156,72.4845995893224,67.3511293634497,17.6591375770021,-6.16016427104722,-23.8193018480493,23.8193018480493
E01011533,Leeds 104A,70.83,77.51,68.2751540041068,20350,88025,286410,61.8069815195072,77.0020533880904,62.4229979466119,72.4845995893224,73.9219712525667,66.735112936345,-15.1950718685832,-0.616016427104718,14.5790554414784,15.1950718685832
E01011534,Leeds 106B,65.48,72.1,13.6892539356605,0,0,0,22.7926078028747,4.41478439425051,0.410677618069815,41.6837782340862,0.513347022587269,0.410677618069815,18.3778234086242,22.3819301848049,4.0041067761807,22.3819301848049
E01011535,Leeds 108A,64.57,63.69,48.9390828199863,3225,21700,99795,19.7125256673511,49.2813141683778,34.2915811088296,13.1416837782341,30.8008213552361,28.1314168377823,-29.5687885010267,-14.5790554414784,14.9897330595483,29.5687885010267
E01011536,Leeds 108B,64.17,61.91,30.766598220397,700,13500,45730,17.864476386037,20.1232032854209,23.2032854209446,10.4722792607803,13.0390143737166,20.1232032854209,-2.25872689938398,-5.3388090349076,-3.08008213552361,5.3388090349076
E01011537,Leeds 107A,63.19,62.32,46.5776865160849,2050,21975,158260,14.3737166324435,45.5852156057495,34.9075975359343,10.8829568788501,23.2032854209446,40.6570841889117,-31.211498973306,-20.5338809034908,10.6776180698152,31.211498973306
E01011538,Leeds 107B,63.61,63.53,34.839151266256,500,3075,21275,16.6324435318275,25.2566735112936,10.6776180698152,12.5256673511294,10.9856262833676,14.3737166324435,-8.62422997946612,5.95482546201232,14.5790554414784,14.5790554414784
E01011540,Leeds 102B,68.25,68.51,61.2594113620808,9600,46490,196195,38.7063655030801,68.3778234086242,50.3080082135524,26.694045174538,56.2628336755647,47.2279260780288,-29.6714579055441,-11.6016427104723,18.0698151950719,29.6714579055441
E01011541,Leeds 104B,69.89,79.8,80.5612594113621,15475,54175,174610,53.5934291581109,90.3490759753593,52.3613963039014,81.5195071868583,69.1991786447639,43.3264887063655,-36.7556468172485,1.23203285420944,37.9876796714579,37.9876796714579
E01011545,Leeds 104C,67.27,75.36,36.4476386036961,10250,35125,116525,30.5954825462012,27.6180698151951,44.7638603696099,59.1375770020534,58.1108829568789,31.6221765913758,2.97741273100616,-14.1683778234086,-17.1457905544148,17.1457905544148
E01011546,Leeds 106C,64.97,70.4,22.5530458590007,2825,19850,53835,21.1498973305955,11.2936344969199,30.5954825462012,33.0595482546201,29.1581108829569,21.3552361396304,9.85626283367557,-9.44558521560575,-19.3018480492813,19.3018480492813
E01011547,Leeds 104D,68.09,74.64,58.3846680355921,16025,53575,174560,37.5770020533881,64.2710472279261,52.1560574948665,56.6735112936345,70.2258726899384,43.1211498973306,-26.694045174538,-14.5790554414784,12.1149897330595,26.694045174538
E01011548,Leeds 106D,66.02,66.98,42.1629021218344,575,6950,50845,24.435318275154,38.1930184804928,15.4004106776181,21.5605749486653,11.7043121149897,21.1498973305955,-13.7577002053388,9.03490759753593,22.7926078028747,22.7926078028747
E01011549,Leeds 108C,65.9,64.77,27.9945242984257,2425,39150,132945,24.2299794661191,16.6324435318275,47.2279260780288,15.605749486653,26.3860369609856,34.4969199178645,7.59753593429158,-22.9979466119097,-30.5954825462012,30.5954825462012
E01011550,Leeds 106E,66.82,66.61,55.64681724846,6125,28200,127070,27.9260780287474,60.9856262833676,40.6570841889117,20.7392197125257,43.5318275154004,33.4702258726899,-33.0595482546201,-12.7310061601643,20.3285420944559,33.0595482546201
E01011551,Leeds 107C,63.42,59.71,30.9034907597536,2050,21975,158260,15.2977412731006,20.3285420944559,34.9075975359343,8.2135523613963,23.2032854209446,40.6570841889117,-5.03080082135524,-19.6098562628337,-14.5790554414784,19.6098562628337
E01011552,Leeds 107D,65.59,66.5,46.3039014373717,2575,23375,86730,23.6139630390144,45.0718685831622,36.3449691991786,19.917864476386,27.5154004106776,26.4887063655031,-21.4579055441479,-12.7310061601643,8.72689938398358,21.4579055441479
E01011553,Leeds 108D,65.23,63.87,43.1895961670089,175,12925,43250,21.7659137577002,40.2464065708419,22.8952772073922,13.5523613963039,3.18275154004107,19.7125256673511,-18.4804928131417,-1.12936344969199,17.3511293634497,18.4804928131417
E01011554,Leeds 012A,59.04,60,7.52908966461328,300,300,300,9.44558521560575,2.05338809034908,3.38809034907598,8.62422997946612,7.49486652977413,2.46406570841889,7.39219712525667,6.05749486652977,-1.3347022587269,7.39219712525667
E01011555,Leeds 018A,64.29,66.74,22.0396988364134,2350,10745,104320,18.2751540041068,10.8829568788501,20.9445585215606,21.3552361396304,25.4620123203285,28.952772073922,7.39219712525668,-2.6694045174538,-10.0616016427105,10.0616016427105
E01011556,Leeds 015A,67.65,71.71,28.5420944558522,225,6725,59645,33.6755646817248,17.864476386037,14.476386036961,39.4250513347023,5.54414784394251,22.17659137577,15.8110882956879,19.1991786447639,3.38809034907598,19.1991786447639
E01011557,Leeds 015B,67.57,71.29,53.3196440793977,6375,57025,153695,33.3675564681725,55.64681724846,52.7720739219713,38.1930184804928,44.8665297741273,39.2197125256674,-22.2792607802875,-19.4045174537988,2.87474332648871,22.2792607802875
E01011558,Leeds 018B,67.41,73.7,51.4031485284052,7400,69695,168370,32.0328542094456,52.9774127310062,56.6735112936345,50.7186858316222,49.4866529774127,41.4784394250513,-20.9445585215606,-24.6406570841889,-3.69609856262834,24.6406570841889
E01011559,Leeds 018C,66.33,72.31,68.4462696783025,3050,14095,137020,24.8459958932238,77.2073921971253,23.6139630390144,42.299794661191,29.9794661190965,35.9342915811088,-52.3613963039015,1.23203285420945,53.5934291581109,53.5934291581109
E01011560,Leeds 018D,64.83,68.55,27.5838466803559,2125,5150,62220,20.3285420944559,16.2217659137577,13.1416837782341,27.1047227926078,23.8193018480493,22.9979466119097,4.10677618069815,7.18685831622177,3.08008213552361,7.18685831622177
E01011561,Leeds 006A,59.59,55.22,33.9835728952772,900,3400,14825,10.0616016427105,24.6406570841889,10.8829568788501,4.92813141683778,15.1950718685832,10.6776180698152,-14.5790554414784,-0.821355236139629,13.7577002053388,14.5790554414784
E01011562,Leeds 012B,63.44,62.15,14.8186173853525,1100,12775,74995,15.605749486653,5.54414784394251,22.3819301848049,10.6776180698152,16.4271047227926,24.435318275154,10.0616016427105,-6.77618069815195,-16.8377823408624,16.8377823408624
E01011563,Leeds 012C,60.83,61.21,48.6995208761123,150,150,2975,10.8829568788501,48.4599589322382,1.64271047227926,10.0616016427105,2.46406570841889,5.23613963039014,-37.5770020533881,9.24024640657084,46.8172484599589,46.8172484599589
E01011564,Leeds 012D,57.79,58.55,26.4887063655031,100,400,2975,8.41889117043121,14.7843942505133,4.62012320328542,7.59753593429158,2.15605749486653,5.23613963039014,-6.36550308008214,3.79876796714579,10.1642710472279,10.1642710472279
E01011565,Leeds 015C,66.37,68.95,20.7392197125257,2500,14550,152370,25.0513347022587,9.65092402464066,24.435318275154,27.9260780287474,26.694045174538,39.0143737166324,15.4004106776181,0.616016427104725,-14.7843942505133,15.4004106776181
E01011566,Leeds 015D,61.31,59.13,24.5037645448323,75,6900,59645,12.1149897330596,13.7577002053388,15.0924024640657,8.0082135523614,1.64271047227926,22.17659137577,-1.64271047227926,-2.97741273100616,-1.3347022587269,2.97741273100616
E01011567,Leeds 012E,62.3,65.43,19.9863107460643,1375,4600,16520,12.9363449691992,8.72689938398357,11.9096509240246,17.4537987679671,18.6858316221766,11.4989733059548,4.2094455852156,1.02669404517454,-3.18275154004107,4.2094455852156
E01011568,Leeds 015E,64.79,65.24,23.4770704996578,225,6900,59645,20.1232032854209,12.1149897330596,15.0924024640657,16.8377823408624,5.54414784394251,22.17659137577,8.0082135523614,5.03080082135524,-2.97741273100616,8.0082135523614
E01011569,Leeds 004A,55.54,70.63,48.3572895277208,1750,1750,4050,6.57084188911704,48.0492813141684,8.62422997946612,34.2915811088296,21.1498973305955,5.64681724845996,-41.4784394250513,-2.05338809034908,39.4250513347023,41.4784394250513
E01011570,Leeds 007A,52.44,52.35,40.2464065708419,700,700,16975,5.54414784394251,33.8809034907598,6.8788501026694,3.08008213552361,13.0390143737166,12.7310061601643,-28.3367556468173,-1.3347022587269,27.0020533880904,28.3367556468173
E01011571,Leeds 004B,57.16,68.85,31.9301848049281,1300,2100,8200,7.80287474332649,22.17659137577,9.03490759753593,27.5154004106776,17.9671457905544,7.90554414784394,-14.3737166324435,-1.23203285420945,13.1416837782341,14.3737166324435
E01011572,Leeds 004C,54.03,68.12,61.8069815195072,200,700,13600,6.16016427104723,68.7885010266941,6.8788501026694,24.2299794661191,4.20944558521561,9.44558521560575,-62.6283367556468,-0.718685831622176,61.9096509240247,62.6283367556468
E01011573,Leeds 004D,58.48,63.78,28.7816563997262,650,2250,8200,9.03490759753593,18.2751540041068,9.34291581108829,13.347022587269,12.7310061601643,7.90554414784394,-9.24024640657084,-0.308008213552361,8.93223819301848,9.24024640657084
E01011574,Leeds 004E,56.7,72.67,71.2183436002738,4950,10875,18950,7.18685831622177,80.9034907597536,21.1498973305955,44.35318275154,39.2197125256674,13.7577002053388,-73.7166324435318,-13.9630390143737,59.7535934291581,73.7166324435318
E01011576,Leeds 007C,49.99,48.28,29.3976728268309,350,350,350,4.10677618069815,18.6858316221766,4.10677618069815,2.05338809034908,8.82956878850103,2.97741273100616,-14.5790554414784,0,14.5790554414784,14.5790554414784
E01011578,Leeds 011D,62.61,70.15,58.5215605749487,6550,26175,107675,13.347022587269,64.5790554414785,39.2197125256674,32.0328542094456,45.5852156057495,29.7741273100616,-51.2320328542095,-25.8726899383984,25.3593429158111,51.2320328542095
E01011579,Leeds 014C,63.46,69.61,48.7337440109514,7375,26425,112790,16.0164271047228,48.7679671457906,40.041067761807,29.9794661190965,49.2813141683778,31.211498973306,-32.7515400410678,-24.0246406570842,8.72689938398358,32.7515400410678
E01011580,Leeds 014D,63.73,68.94,31.2799452429843,200,200,200,17.1457905544148,20.7392197125257,2.36139630390144,27.7207392197125,4.20944558521561,1.95071868583162,-3.59342915811088,14.7843942505133,18.3778234086242,18.3778234086242
E01011581,Leeds 003A,44.28,57.89,21.3894592744695,800,1300,8200,1.23203285420945,10.4722792607803,7.90554414784394,6.57084188911704,14.0657084188912,7.90554414784394,-9.24024640657084,-6.6735112936345,2.56673511293634,9.24024640657084
E01011582,Leeds 003B,42.2,54.84,20.2943189596167,100,100,100,0.410677618069815,9.24024640657084,1.43737166324435,4.31211498973306,2.15605749486653,1.43737166324435,-8.82956878850103,-1.02669404517454,7.80287474332649,8.82956878850103
E01011583,Leeds 003C,45.84,61.07,32.1697467488022,450,1300,8200,1.84804928131417,22.7926078028747,7.90554414784394,9.75359342915811,10.1642710472279,7.90554414784394,-20.9445585215606,-6.05749486652977,14.8870636550308,20.9445585215606
E01011584,Leeds 003D,49.49,64.51,14.7843942505133,300,1500,14300,3.49075975359343,5.3388090349076,8.2135523613963,14.9897330595483,7.49486652977413,10.4722792607803,-1.84804928131417,-4.72279260780287,-2.87474332648871,4.72279260780287
E01011585,Leeds 062A,69.74,75.59,28.1314168377823,6665,15230,71270,51.9507186858316,17.1457905544148,25.0513347022587,60.6776180698152,46.2012320328542,23.8193018480493,34.8049281314168,26.8993839835729,-7.90554414784394,34.8049281314168
E01011586,Leeds 066A,69.82,70.81,15.8110882956879,5025,32690,149155,52.7720739219713,5.95482546201232,43.1211498973306,35.4209445585216,40.5544147843943,38.8090349075975,46.8172484599589,9.65092402464066,-37.1663244353183,46.8172484599589
E01011587,Leeds 062B,71.95,80.62,80.766598220397,14755,31905,249590,69.8151950718686,90.9650924024641,42.5051334702259,85.8316221765914,67.9671457905544,56.6735112936345,-21.1498973305955,27.3100616016427,48.4599589322382,48.4599589322382
E01011588,Leeds 039A,65.22,66.55,15.2977412731006,225,225,5625,21.5605749486653,5.74948665297741,2.6694045174538,20.3285420944559,5.54414784394251,6.36550308008214,15.8110882956879,18.8911704312115,3.08008213552361,18.8911704312115
E01011589,Leeds 039B,64.46,67.05,27.0704996577687,300,300,300,19.0965092402464,15.4004106776181,3.38809034907598,21.7659137577002,7.49486652977413,2.46406570841889,3.69609856262834,15.7084188911704,12.0123203285421,15.7084188911704
E01011590,Leeds 039C,63.04,64.97,22.9637234770705,0,0,0,13.7577002053388,11.7043121149897,0.410677618069815,16.2217659137577,0.513347022587269,0.410677618069815,2.05338809034908,13.347022587269,11.2936344969199,13.347022587269
E01011591,Leeds 052D,66.94,67.88,53.0800821355236,2025,18200,102805,29.1581108829569,55.0308008213552,28.5420944558522,23.6139630390144,22.7926078028747,28.5420944558522,-25.8726899383984,0.616016427104725,26.4887063655031,26.4887063655031
E01011592,Leeds 039D,68.34,74.3,47.0225872689939,2015,9490,26280,39.2197125256674,46.0985626283368,18.3778234086242,55.2361396303902,22.5872689938398,16.2217659137577,-6.8788501026694,20.8418891170431,27.7207392197125,27.7207392197125
E01011593,Leeds 039E,67.83,72.53,62.4229979466119,2700,19040,105730,35.6262833675565,69.6098562628337,29.3634496919918,43.1211498973306,28.7474332648871,29.3634496919918,-33.9835728952772,6.26283367556468,40.2464065708419,40.2464065708419
E01011594,Leeds 062C,70.8,76.74,37.4743326488706,2315,19840,98850,61.1909650924025,29.2607802874743,30.3901437371663,67.7618069815195,24.8459958932238,27.7207392197125,31.9301848049281,30.8008213552361,-1.12936344969199,31.9301848049281
E01011595,Leeds 066B,72.58,73.35,40.2121834360027,3750,56380,305330,74.435318275154,33.5728952772074,52.5667351129363,48.0492813141684,34.394250513347,72.4845995893224,40.8624229979466,21.8685831622177,-18.993839835729,40.8624229979466
E01011596,Leeds 062D,69.21,76.15,37.5770020533881,9150,29315,195220,46.8172484599589,29.5687885010267,41.4784394250513,64.0657084188912,55.5441478439425,47.0225872689938,17.2484599589322,5.3388090349076,-11.9096509240246,17.2484599589322
E01011597,Leeds 066C,72.14,76.43,74.880219028063,22990,91895,342770,71.6632443531828,85.6262833675565,63.0390143737166,66.0164271047228,75.3593429158111,80.082135523614,-13.9630390143737,8.62422997946612,22.5872689938398,22.5872689938398
E01011598,Leeds 062E,71.82,79.14,60.6433949349761,13805,36380,233715,69.3018480492813,66.9404517453799,45.7905544147844,78.4394250513347,65.7084188911704,54.2094455852156,2.36139630390144,23.5112936344969,21.1498973305955,23.5112936344969
E01011599,Leeds 066D,73.08,75.88,54.8596851471595,8450,60995,349350,78.6447638603696,59.5482546201232,53.388090349076,62.3203285420945,52.9774127310062,81.1088295687885,19.0965092402464,25.2566735112936,6.16016427104723,25.2566735112936
E01011600,Leeds 079A,66.42,73.9,36.6872005475702,8825,21905,61345,25.4620123203285,28.3367556468173,34.4969199178645,51.6427104722793,54.4147843942505,22.5872689938398,-2.87474332648871,-9.03490759753593,-6.16016427104723,9.03490759753593
E01011601,Leeds 079B,63.07,63.6,22.2108145106092,2600,8050,21405,13.9630390143737,11.088295687885,16.0164271047228,12.7310061601643,27.7207392197125,14.5790554414784,2.87474332648871,-2.05338809034908,-4.92813141683778,4.92813141683778
E01011602,Leeds 076A,69.5,76.33,42.1971252566735,8890,18420,89195,49.4866529774127,38.3983572895277,28.7474332648871,65.605749486653,54.6201232032854,26.694045174538,11.088295687885,20.7392197125257,9.65092402464066,20.7392197125257
E01011603,Leeds 076B,64.91,70.86,12.9363449691992,3450,9550,26070,20.7392197125257,4.10677618069815,18.788501026694,36.2422997946612,32.135523613963,15.5030800821355,16.6324435318275,1.95071868583162,-14.6817248459959,16.6324435318275
E01011604,Leeds 079C,66.68,74.81,49.0759753593429,9750,22145,96345,27.0020533880904,49.6919917864476,35.523613963039,57.700205338809,57.0841889117043,27.3100616016427,-22.6899383983573,-8.52156057494866,14.1683778234086,22.6899383983573
E01011605,Leeds 076C,67.07,71.76,27.378507871321,1525,9550,26070,29.6714579055442,15.8110882956879,18.788501026694,39.6303901437372,19.4045174537988,15.5030800821355,13.8603696098563,10.8829568788501,-2.97741273100616,13.8603696098563
E01011606,Leeds 076D,65.21,65.7,24.4010951403149,800,10540,70890,21.3552361396304,13.347022587269,20.7392197125257,18.0698151950719,14.0657084188912,23.4086242299795,8.0082135523614,0.616016427104722,-7.39219712525667,8.0082135523614
E01011607,Leeds 079D,63.73,68.21,34.9760438056126,3300,14465,43145,17.1457905544148,25.8726899383984,24.2299794661191,25.0513347022587,31.4168377823409,19.5071868583162,-8.72689938398357,-7.08418891170431,1.64271047227926,8.72689938398357
E01011608,Leeds 068A,71.64,72.94,60.9856262833676,1100,28690,178145,67.864476386037,67.9671457905544,41.0677618069815,46.0985626283368,16.4271047227926,43.7371663244353,-0.102669404517457,26.7967145790554,26.8993839835729,26.8993839835729
E01011609,Leeds 068B,72.06,76.29,69.6440793976728,15050,101695,275095,70.6365503080082,78.6447638603696,63.8603696098563,65.2977412731006,68.5831622176591,62.6283367556468,-8.0082135523614,6.77618069815195,14.7843942505133,14.7843942505133
E01011610,Leeds 068C,69.96,77.28,67.6591375770021,12975,34570,237895,54.8254620123203,76.1806981519507,44.558521560575,72.2792607802875,64.2710472279261,54.6201232032854,-21.3552361396304,10.2669404517454,31.6221765913758,31.6221765913758
E01011611,Leeds 068D,70.66,74.16,58.5215605749487,9025,34270,247095,60.3696098562628,64.5790554414785,44.35318275154,54.0041067761807,55.0308008213552,55.8521560574949,-4.20944558521561,16.0164271047228,20.2258726899384,20.2258726899384
E01011612,Leeds 079E,69.76,80.03,86.5503080082136,10090,34020,202120,52.1560574948665,96.9199178644764,43.7371663244353,82.9568788501027,57.700205338809,47.6386036960986,-44.7638603696099,8.41889117043121,53.1827515400411,53.1827515400411
E01011613,Leeds 076E,70.63,73.47,42.8473648186174,7790,39730,99585,59.958932238193,38.911704312115,47.6386036960986,48.7679671457906,50.3080082135524,27.9260780287474,21.047227926078,12.3203285420945,-8.72689938398357,21.047227926078
E01011614,Leeds 068E,67.74,72.72,23.2375085557837,5800,23805,103645,34.2915811088296,11.9096509240246,37.3716632443532,44.7638603696099,41.6837782340862,28.7474332648871,22.3819301848049,-3.08008213552361,-25.4620123203285,25.4620123203285
E01011615,Leeds 070A,75.32,82.18,76.4544832306639,70750,272815,377670,93.0184804928131,87.0636550308008,92.6078028747433,90.9650924024641,84.8049281314169,93.0184804928131,5.95482546201232,0.410677618069812,-5.54414784394251,5.95482546201232
E01011616,Leeds 072A,72.47,78.66,56.9130732375086,19585,206135,329370,73.305954825462,63.0390143737166,79.6714579055442,75.564681724846,73.1006160164271,77.82340862423,10.2669404517454,-6.36550308008214,-16.6324435318275,16.6324435318275
E01011617,Leeds 070B,74.2,80.3,96.8514715947981,72210,260085,369155,86.0369609856263,99.5893223819302,89.3223819301848,83.9835728952772,85.2156057494867,90.4517453798768,-13.5523613963039,-3.28542094455852,10.2669404517454,13.5523613963039
E01011618,Leeds 070C,75.92,83.46,35.5578370978782,135750,301130,393995,95.2772073921971,26.0780287474333,96.9199178644764,96.0985626283368,96.5092402464066,96.3039014373717,69.1991786447639,-1.64271047227926,-70.8418891170431,70.8418891170431
E01011620,Leeds 072B,70.03,73.83,38.1930184804928,2010,93310,248045,55.7494866529774,30.3901437371663,63.2443531827515,51.2320328542095,22.3819301848049,56.4681724845996,25.3593429158111,-7.49486652977413,-32.8542094455852,32.8542094455852
E01011621,Leeds 070D,72.25,74.74,40.9308692676249,7000,175900,286100,72.0739219712526,35.8316221765914,76.7967145790555,57.2895277207392,47.4332648870637,66.2217659137577,36.2422997946612,-4.72279260780287,-40.9650924024641,40.9650924024641
E01011622,Leeds 072C,72.43,77.25,73.2375085557837,16685,176435,327330,73.1006160164271,83.1622176591376,77.0020533880904,71.5605749486653,70.8418891170431,77.4127310061602,-10.0616016427105,-3.90143737166324,6.16016427104724,10.0616016427105
E01011623,Leeds 075B,75.59,82.34,77.9260780287474,101075,277965,390120,94.3531827515401,88.0903490759754,93.8398357289528,92.6078028747433,89.9383983572895,95.6878850102669,6.26283367556469,0.513347022587269,-5.74948665297742,6.26283367556469
E01011624,Leeds 072D,69.24,69.57,37.337440109514,9500,104225,265640,47.6386036960986,28.952772073922,65.0924024640657,29.4661190965092,55.8521560574949,60.3696098562628,18.6858316221766,-17.4537987679672,-36.1396303901437,36.1396303901437
E01011625,Leeds 075C,73.72,77.59,20.2600958247775,9000,179550,286100,83.7782340862423,9.03490759753593,77.6180698151951,72.8952772073922,54.8254620123203,66.2217659137577,74.7433264887064,6.16016427104722,-68.5831622176591,74.7433264887064
